tract_geoid,pct_poverty,pct_unemployment,median_rent,pct_vacant_housing,median_income,green_space_pct,walkability_index,duplicate_group_id
06077004201,10.4,9.6,1112.0,8.4,57554.0,28.6,8.8,
06077004202,4.2,8.9,1131.0,11.6,71389.0,54.1,8.1,
06077004203,25.9,17.1,1036.0,13.4,35701.0,9.1,2.7,
06077004204,14.5,11.2,865.0,8.9,45063.0,19.0,1.0,
06077004302,11.7,11.0,799.0,3.1,35845.0,30.9,4.7,
06077004303,8.7,13.4,1353.0,1.0,69259.0,50.2,14.9,
06077004305,9.5,14.1,1186.0,2.3,59583.0,57.5,12.9,
06077004307,16.0,9.5,1044.0,2.0,50000.0,56.3,7.0,
06077004308,29.1,13.0,966.0,8.7,33608.0,37.9,3.0,
06077004402,20.5,14.6,1401.0,9.0,62179.0,33.6,12.1,
06077004403,40.4,26.6,874.0,7.6,24389.0,35.9,5.7,
06077004404,34.1,17.3,868.0,13.2,31568.0,11.9,6.0,
06077004501,30.3,17.3,1181.0,4.1,39662.0,4.0,5.4,
06077004502,39.2,19.3,829.0,12.6,27306.0,31.5,6.5,
06077004600,11.0,11.4,1221.0,5.3,59473.0,25.4,15.4,
06077004701,20.5,17.7,1147.0,5.2,48348.0,33.8,10.0,
06077004703,10.3,8.0,1117.0,11.7,67372.0,41.5,15.6,
06077004704,15.8,13.9,817.0,12.5,63393.0,40.6,15.5,
06077004800,13.2,5.9,749.0,7.6,72841.0,51.5,12.4,
06077004901,13.3,8.3,1069.0,9.4,58566.0,50.0,6.9,
06077004902,13.9,13.2,962.0,9.1,55227.0,40.8,11.6,
06077005001,15.5,6.4,964.0,0.9,60547.0,31.1,5.7,
06077005003,6.0,4.2,1398.0,6.2,97417.0,43.5,12.6,
06077005004,11.6,10.2,1228.0,2.6,77237.0,30.9,11.0,
06077005106,9.8,12.5,1389.0,8.3,70800.0,37.3,15.5,
06077005108,14.4,14.7,1153.0,13.1,46856.0,74.5,6.3,
06077005109,20.1,17.4,884.0,16.5,39969.0,37.5,6.9,
06077005110,13.7,18.7,1281.0,4.4,57212.0,44.5,13.5,
06077005113,10.5,8.3,1167.0,7.5,54826.0,29.9,4.3,
06077005114,7.6,15.5,1519.0,6.3,83576.0,55.5,15.1,
06077005119,9.7,11.7,1716.0,11.8,67273.0,50.8,12.9,
06077005122,14.1,13.5,981.0,2.9,72906.0,48.7,12.2,
06077005123,11.3,17.2,1116.0,6.1,56842.0,42.4,13.9,
06077005124,12.4,15.9,1183.0,5.8,57837.0,53.3,9.6,
06077005125,6.6,7.7,1293.0,1.6,70282.0,59.5,7.1,
06077005126,22.4,18.2,950.0,2.6,41795.0,37.8,8.0,
06077005127,7.7,11.4,1498.0,4.8,68403.0,39.5,9.9,
06077005129,9.0,19.5,1184.0,2.7,54629.0,53.0,14.5,
06077005130,23.8,10.9,1317.0,3.7,54839.0,20.4,12.5,
06077005131,14.5,13.4,1124.0,3.0,52409.0,27.7,3.9,
06077005132,22.7,17.3,979.0,6.1,42078.0,32.9,4.5,
06077005133,8.4,14.4,1547.0,6.1,72952.0,16.4,7.5,
06077005134,10.2,15.7,1596.0,7.8,77578.0,51.5,17.1,
06077005135,3.5,9.9,1724.0,1.0,75698.0,29.8,6.3,
06077005202,4.7,9.3,1684.0,3.0,91250.0,36.0,12.7,
06077005206,6.5,14.3,1977.0,3.3,94642.0,38.8,10.7,
06077005207,4.6,12.0,2001.0,1.7,101961.0,43.3,14.5,210
06077005208,5.5,13.0,1208.0,2.3,67557.0,37.4,14.3,
06077005209,8.9,8.3,1719.0,1.4,90000.0,39.6,8.0,
06077005210,5.4,10.7,1803.0,6.4,94741.0,41.5,11.4,
06077005302,13.8,14.3,1344.0,2.5,51847.0,31.8,12.2,
06077005303,21.8,19.0,1080.0,8.6,41412.0,23.3,3.3,
06077005305,15.5,20.0,1379.0,5.3,66078.0,52.4,8.3,
06077005307,14.3,16.3,1378.0,9.9,57788.0,8.4,6.6,
06077005308,9.4,17.5,1249.0,11.0,59091.0,37.4,11.6,
06077005403,10.4,7.1,1459.0,2.2,75313.0,33.2,16.6,
06077005405,11.8,15.6,1200.0,3.3,57778.0,45.0,7.7,
06077005406,24.4,14.3,1054.0,10.2,50313.0,12.4,13.5,
06077005501,7.9,11.0,735.0,16.9,42031.0,34.1,1.8,
06077005502,3.4,8.8,1172.0,0.7,106959.0,41.9,20.0,
06079010002,3.4,5.5,2001.0,58.5,73958.0,58.3,10.0,
06079010016,17.7,9.8,1165.0,11.0,61406.0,40.8,5.9,
06079010101,8.6,3.9,1403.0,8.7,74583.0,24.1,14.0,
06079010102,22.5,11.4,960.0,7.6,45236.0,26.9,3.8,
06079010201,6.6,4.9,1829.0,10.0,75331.0,54.1,7.6,
06079010202,13.6,5.9,1276.0,2.8,69316.0,21.4,11.0,
06079010204,11.7,8.9,1112.0,2.3,52270.0,38.0,4.3,
06079010205,10.6,10.3,1470.0,2.0,65371.0,39.6,10.7,
06079010300,8.5,8.2,1252.0,12.6,80455.0,35.3,17.8,
06079010403,6.5,7.8,1310.0,32.8,61144.0,79.5,3.8,
06079010404,8.6,2.1,1403.0,27.1,66806.0,34.9,9.1,
06079010503,12.7,10.0,1321.0,24.1,52699.0,44.9,9.7,
06079010504,12.8,5.8,1303.0,49.5,57863.0,27.9,9.1,
06079010602,6.9,7.0,1192.0,18.3,51302.0,48.9,9.1,
06079010603,26.8,2.2,1231.0,24.6,39167.0,43.8,1.0,
06079010701,9.5,7.8,1390.0,6.7,62415.0,32.0,10.4,
06079010703,10.1,8.7,979.0,3.3,42825.0,39.2,8.1,
06079010707,9.5,8.5,1407.0,10.9,62113.0,27.7,11.1,
06079010901,82.7,23.6,817.0,16.1,4607.0,0.0,1.0,
06079010902,67.1,7.8,1464.0,9.1,22222.0,26.0,1.0,
06079011001,14.5,10.5,1215.0,3.3,57955.0,30.0,11.5,
06079011002,42.7,5.8,1289.0,4.6,42788.0,0.0,1.9,
06079011101,31.0,6.1,1140.0,9.8,38723.0,54.2,2.9,
06079011102,25.2,4.0,1159.0,6.0,49526.0,21.2,7.0,
06079011103,17.4,11.4,1177.0,9.7,44400.0,32.9,5.8,
06079011200,49.5,9.3,1498.0,7.7,39206.0,43.2,1.0,
06079011300,20.3,8.1,1597.0,4.2,68289.0,32.9,10.3,
06079011400,,,,,,36.1,7.0,
06079011501,15.9,17.0,1679.0,9.9,49926.0,19.9,5.1,
06079011503,12.9,6.7,1877.0,3.7,98274.0,15.7,14.8,
06079011504,19.0,5.9,748.0,11.5,76167.0,33.2,14.8,
06079011600,6.9,4.3,1348.0,17.4,79279.0,46.6,18.4,
06079011701,4.2,5.6,2001.0,24.6,78827.0,47.2,18.0,186
06079011704,10.3,7.3,1296.0,35.2,55859.0,33.1,11.1,
06079011800,5.8,6.7,1684.0,11.2,85236.0,42.4,10.0,
06079011901,16.0,11.7,1357.0,10.4,49275.0,11.3,11.6,
06079011902,6.4,8.0,1086.0,14.6,58462.0,48.2,7.3,
06079012000,14.7,8.2,1159.0,8.2,48317.0,39.9,3.7,
06079012102,11.4,11.7,1136.0,14.5,55193.0,66.9,6.7,
06079012200,18.6,8.5,1086.0,18.7,49235.0,35.8,2.3,
06079012302,7.6,7.5,1401.0,13.9,76856.0,28.0,10.9,
06079012304,6.1,8.1,1461.0,12.7,70862.0,41.2,14.9,
06079012401,13.7,11.9,1238.0,1.8,59113.0,33.6,3.6,
06079012402,14.1,6.8,1447.0,5.0,56366.0,44.0,3.0,
06079012502,12.3,7.9,1166.0,5.9,57000.0,39.2,5.2,
06079012503,22.3,6.9,1066.0,2.5,42690.0,16.2,2.5,
06079012505,7.1,4.7,1406.0,8.2,86641.0,18.5,15.1,
06079012600,7.9,3.1,1169.0,5.5,71689.0,44.7,7.3,
06079012702,12.1,9.3,1334.0,11.5,70179.0,58.3,10.0,
06079012704,7.6,7.7,1326.0,5.4,74263.0,42.3,13.4,
06079012800,71.2,3.6,1075.0,30.6,22750.0,20.8,1.0,
06079012900,10.5,6.8,1102.0,10.8,78405.0,53.9,8.4,
06079013000,9.9,4.7,892.0,18.0,53947.0,43.8,13.2,
06079990000,,,,,,26.9,4.6,
06081600100,4.8,11.0,1506.0,3.8,77339.0,45.3,16.9,
06081600200,17.5,8.0,1363.0,0.8,66500.0,53.1,16.0,
06081600300,7.8,8.0,1849.0,9.4,90833.0,48.5,19.0,
06081600401,3.2,1.4,2001.0,0.0,96250.0,53.9,14.2,
06081600402,12.6,5.7,1713.0,7.3,71098.0,32.2,14.0,
06081600500,5.7,5.0,1478.0,10.9,87645.0,39.3,10.4,
06081600600,4.0,9.8,1557.0,0.0,74583.0,41.3,6.6,
06081600700,11.1,6.8,1386.0,5.3,69507.0,38.7,11.3,
06081600800,16.4,7.4,1541.0,6.5,48929.0,53.2,2.8,
06081600900,8.2,8.4,2001.0,7.2,85189.0,8.0,16.5,
06081601000,2.5,6.5,2001.0,1.0,101875.0,44.2,15.1,
06081601100,8.7,12.0,1922.0,8.2,91135.0,39.5,8.6,
06081601200,5.8,10.5,1508.0,2.3,76813.0,22.9,14.8,
06081601300,18.4,11.9,1423.0,4.7,53505.0,45.2,8.3,
06081601400,11.5,11.4,1900.0,3.8,73636.0,29.1,11.2,
06081601501,5.0,10.2,1796.0,2.6,91000.0,37.5,14.6,
06081601502,19.5,14.1,1572.0,3.9,53924.0,61.1,12.0,
06081601601,8.7,8.8,1433.0,5.5,70938.0,54.8,7.0,
06081601603,4.5,5.6,2001.0,2.9,101000.0,50.8,10.3,202
06081601604,6.4,7.4,1750.0,2.4,88438.0,47.1,9.6,
06081601605,7.3,12.8,2001.0,2.4,91774.0,39.0,11.6,
06081601700,5.1,12.5,2001.0,1.9,91875.0,70.4,17.0,
06081601800,7.4,7.0,1861.0,2.5,88248.0,52.5,14.7,
06081601901,3.2,8.8,1664.0,4.9,74483.0,32.9,6.6,
06081601902,9.5,7.9,1455.0,5.0,70523.0,20.6,15.1,
06081602000,4.5,5.8,1666.0,5.1,91186.0,50.7,8.4,
06081602100,10.5,10.7,1358.0,5.8,59310.0,39.0,6.0,
06081602200,11.7,5.0,1405.0,10.5,49940.0,19.1,12.4,
06081602300,10.5,7.7,1301.0,0.0,74761.0,45.8,10.0,
06081602400,6.3,10.2,1321.0,3.3,87637.0,38.1,11.6,
06081602500,3.5,8.0,2001.0,4.6,110476.0,50.7,12.1,155
06081602600,7.6,6.3,1865.0,4.0,91161.0,47.4,10.0,
06081602700,8.2,5.8,1735.0,2.5,88857.0,32.4,8.0,
06081602800,3.1,5.5,2001.0,3.1,92969.0,52.3,18.2,
06081602900,5.6,11.3,1861.0,9.0,95977.0,35.2,17.2,
06081603000,5.8,8.7,1592.0,3.4,76214.0,36.0,10.6,
06081603100,8.0,3.9,1991.0,4.8,128705.0,33.5,20.0,
06081603200,6.1,7.1,1904.0,5.3,112875.0,57.8,13.4,
06081603300,4.4,4.2,2001.0,1.9,97373.0,38.9,12.6,195
06081603400,3.2,7.3,1613.0,2.8,91890.0,62.6,18.6,
06081603700,4.0,7.2,2001.0,4.8,91250.0,68.0,10.6,176
06081603801,10.0,6.5,1277.0,8.4,53839.0,29.7,12.8,
06081603802,4.7,8.3,1731.0,0.0,84943.0,1.8,10.1,
06081603900,2.9,5.4,1735.0,2.3,95442.0,58.2,19.3,
06081604000,8.1,11.1,2001.0,5.4,102833.0,36.2,11.8,
06081604101,9.4,8.1,1546.0,3.7,64591.0,28.2,7.9,
06081604102,7.6,6.7,1507.0,4.6,63548.0,33.0,10.8,
06081604200,6.3,11.9,1486.0,3.3,74136.0,36.0,8.2,
06081604400,7.2,9.9,1469.0,3.6,86131.0,59.6,7.6,
06081604500,7.9,8.4,2001.0,5.1,86591.0,43.3,11.0,
06081604600,2.2,4.1,2001.0,1.0,109605.0,61.9,14.9,
06081604700,4.3,4.0,2001.0,7.3,107045.0,49.8,9.7,
06081604800,5.1,6.7,1787.0,6.2,84091.0,38.1,16.5,
06081604900,6.0,4.0,1891.0,8.2,94722.0,36.5,11.6,
06081605000,5.1,3.7,1497.0,3.8,130013.0,50.3,13.6,
06081605100,3.8,5.3,1536.0,0.0,88833.0,54.6,15.1,
06081605200,8.9,3.7,1936.0,1.9,141477.0,54.5,20.0,
06081605300,6.5,5.0,1724.0,5.9,102986.0,38.1,14.5,
06081605400,7.5,6.1,1640.0,11.2,72835.0,43.7,10.7,
06081605500,4.9,5.0,1562.0,6.9,75629.0,50.7,11.9,
06081605600,2.1,7.9,2001.0,12.9,250001.0,38.6,20.0,
06081605700,3.9,3.8,2001.0,9.3,245909.0,27.2,20.0,
06081605800,3.0,5.5,1671.0,4.9,168750.0,32.2,19.6,
06081605900,14.7,9.7,1460.0,4.6,73456.0,34.3,17.6,
06081606000,3.8,10.9,1610.0,5.6,71136.0,52.4,10.0,
06081606100,19.7,8.4,1216.0,3.9,78971.0,52.8,7.0,
06081606200,9.7,9.2,1713.0,4.5,68750.0,21.2,8.1,
06081606300,6.5,10.1,1624.0,8.6,74531.0,33.4,17.0,
06081606400,8.5,5.9,1577.0,8.1,80946.0,35.7,16.7,
06081606500,1.2,3.1,1492.0,2.2,160833.0,55.5,20.0,
06081606600,3.9,5.2,1531.0,4.3,111250.0,35.7,16.3,
06081606700,3.7,6.0,1979.0,6.7,137981.0,37.1,19.8,
06081606800,4.4,7.4,1625.0,2.7,116964.0,23.0,20.0,
06081606900,7.1,9.3,1910.0,1.0,127750.0,48.2,16.6,
06081607000,3.5,8.4,1680.0,2.1,123241.0,41.0,20.0,
06081607100,3.0,2.7,2001.0,1.8,121136.0,34.3,20.0,
06081607200,8.7,7.6,1763.0,2.1,71311.0,37.0,7.9,
06081607300,2.2,5.2,1820.0,2.4,123594.0,59.7,15.6,
06081607400,7.7,6.6,1529.0,5.5,79028.0,27.1,15.1,
06081607500,4.1,5.9,2001.0,10.9,97708.0,31.2,11.4,180
06081607600,11.1,7.6,1426.0,1.5,100357.0,57.0,12.7,
06081607701,14.8,17.8,1917.0,0.0,90729.0,38.7,12.1,
06081607702,8.5,9.2,1959.0,0.0,91827.0,50.1,19.6,
06081607800,6.3,4.5,2001.0,3.8,105932.0,47.5,17.7,
06081607900,4.6,3.6,2001.0,9.2,115335.0,42.2,16.5,205
06081608001,3.0,4.2,2001.0,5.2,114297.0,38.6,15.5,121
06081608002,0.6,7.4,2001.0,10.6,126447.0,56.3,19.4,
06081608004,4.9,3.7,2001.0,3.9,108250.0,58.8,20.0,
06081608013,11.3,7.1,2001.0,0.0,128250.0,54.5,14.1,298
06081608023,3.1,11.6,2001.0,2.3,117692.0,26.9,19.4,133
06081608100,1.9,9.2,1900.0,0.0,89412.0,62.3,10.6,
06081608200,2.0,6.8,2001.0,3.4,126034.0,39.0,20.0,
06081608300,2.0,6.8,1919.0,3.0,117321.0,33.4,19.3,
06081608400,3.9,2.3,2001.0,6.7,86089.0,40.7,15.6,
06081608501,8.4,7.7,1620.0,7.8,97959.0,52.4,11.8,
06081608502,2.3,5.1,1761.0,3.3,94600.0,51.4,20.0,
06081608600,12.4,9.0,1691.0,2.9,85341.0,35.2,11.2,
06081608700,5.4,7.4,1734.0,5.0,126156.0,54.0,20.0,
06081608800,0.9,7.1,2001.0,2.2,141944.0,46.5,14.5,
06081608900,6.8,5.5,1471.0,1.5,93565.0,33.6,12.7,
06081609000,2.9,7.5,1384.0,3.1,85698.0,33.6,7.5,
06081609100,9.8,9.4,1288.0,6.3,92500.0,45.8,9.2,
06081609201,2.1,5.8,1631.0,8.0,87476.0,42.8,12.8,
06081609202,11.1,8.0,1546.0,0.0,71716.0,20.2,15.3,
06081609300,2.2,7.3,1625.0,3.0,133667.0,55.8,19.8,
06081609400,4.3,5.4,2001.0,2.1,175357.0,36.1,20.0,
06081609500,0.2,8.2,1971.0,0.5,148693.0,67.2,13.0,
06081609601,8.3,6.2,1623.0,5.4,109628.0,21.2,19.7,
06081609602,3.7,4.5,2001.0,4.6,123462.0,40.6,14.9,163
06081609603,4.2,9.4,2001.0,6.8,141432.0,33.1,19.0,
06081609700,2.6,6.3,2001.0,2.4,154143.0,30.0,20.0,97
06081609800,3.2,3.8,2001.0,1.7,126019.0,36.6,11.8,
06081609900,2.0,4.1,2001.0,4.4,155357.0,68.8,17.1,
06081610000,2.5,6.0,1468.0,4.0,89268.0,45.8,19.1,
06081610100,5.1,7.5,1377.0,3.9,74833.0,31.4,7.0,
06081610201,21.8,5.4,1316.0,6.2,45508.0,8.5,5.2,
06081610202,16.8,6.1,1177.0,13.1,41087.0,12.5,10.5,
06081610203,21.8,9.4,1382.0,8.1,42623.0,26.6,1.6,
06081610302,11.5,11.5,980.0,8.5,52917.0,30.4,10.5,
06081610303,2.0,5.5,2001.0,6.7,140658.0,40.9,20.0,
06081610304,4.5,6.0,2001.0,1.5,113810.0,10.9,13.0,203
06081610400,15.9,11.5,1595.0,3.6,64477.0,35.8,6.1,
06081610500,27.3,5.3,1187.0,2.9,51448.0,45.7,11.2,
06081610601,29.1,6.2,1308.0,2.4,48952.0,53.2,4.3,
06081610602,10.9,14.3,2001.0,5.5,116449.0,13.0,19.7,
06081610700,6.1,7.4,1622.0,5.1,67829.0,30.7,15.7,
06081610800,12.5,5.6,1546.0,2.1,54294.0,26.8,3.2,
06081610900,13.7,7.9,1509.0,2.0,63910.0,40.2,7.6,
06081611000,3.4,5.9,1721.0,4.1,84167.0,26.2,15.8,
06081611100,2.5,5.4,1956.0,2.2,135899.0,67.3,18.7,
06081611200,4.4,3.9,2001.0,3.3,125577.0,43.4,17.3,194
06081611300,2.8,7.6,2000.0,4.5,119063.0,41.9,16.2,
06081611400,3.8,8.5,2001.0,3.6,250001.0,65.4,20.0,
06081611500,4.1,3.9,2001.0,8.9,225833.0,42.7,20.0,
06081611600,6.5,10.1,2001.0,0.0,140000.0,47.4,18.9,
06081611700,13.1,7.5,1142.0,1.7,54250.0,27.9,6.5,
06081611800,13.8,11.5,1810.0,3.6,64236.0,18.9,4.6,
06081611900,13.4,11.9,1870.0,4.5,67699.0,29.8,13.0,
06081612000,14.0,13.6,1627.0,5.2,54364.0,68.6,4.5,
06081612100,23.5,10.0,1211.0,9.4,46332.0,42.1,2.9,
06081612500,4.4,6.1,1716.0,4.5,117788.0,46.6,11.7,
06081612600,4.4,3.1,1832.0,8.3,101781.0,29.1,19.6,
06081612700,3.4,1.4,2001.0,8.9,212045.0,56.1,20.0,
06081612800,4.0,6.2,2001.0,9.1,225147.0,24.0,20.0,
06081612900,3.9,4.3,2001.0,4.6,164205.0,21.1,14.0,171
06081613000,4.5,5.0,2001.0,8.5,160556.0,34.9,19.3,201
06081613200,3.0,4.5,2001.0,4.9,182014.0,70.9,20.0,
06081613300,4.7,4.8,1659.0,19.1,200833.0,69.2,20.0,
06081613400,3.4,1.8,2001.0,9.3,186364.0,37.0,20.0,
06081613501,4.3,8.6,1899.0,2.3,93897.0,33.4,9.7,
06081613502,5.7,6.8,1782.0,9.0,111458.0,19.2,18.4,
06081613600,4.1,2.3,1610.0,6.7,106918.0,44.0,13.8,
06081613700,4.3,8.1,1323.0,8.6,102695.0,45.1,12.0,
06081613800,13.4,6.4,1290.0,24.4,86908.0,49.4,17.6,
06081613900,7.6,8.3,1617.0,3.9,115150.0,53.9,17.0,
06081614000,8.2,6.6,2001.0,4.8,116755.0,38.1,16.3,
06081984300,,,,,,46.1,12.0,
06081990100,,,,,,28.5,13.2,
06083000101,9.3,8.5,1426.0,5.1,51400.0,47.9,9.7,
06083000102,9.4,11.8,1379.0,8.4,53553.0,33.2,12.6,
06083000103,8.6,8.0,2001.0,4.2,125435.0,47.1,16.2,
06083000200,9.7,5.7,1498.0,6.2,64035.0,45.4,15.1,
06083000301,30.4,10.8,1608.0,7.7,52835.0,30.8,10.9,
06083000302,15.4,5.6,1373.0,9.2,55854.0,48.4,13.8,
06083000400,11.7,3.4,1414.0,11.4,67056.0,17.2,15.1,
06083000501,7.0,6.7,2001.0,12.1,124722.0,26.6,15.3,
06083000502,9.0,6.2,1486.0,6.3,84971.0,36.7,17.8,
06083000600,4.9,5.7,1626.0,12.7,87356.0,22.3,14.0,
06083000700,12.2,6.9,1762.0,12.3,111891.0,33.2,19.5,
06083000801,18.9,9.9,1445.0,6.9,58566.0,30.3,11.9,
06083000804,22.3,7.7,1590.0,13.3,58162.0,52.2,14.4,
06083000900,25.1,13.0,1128.0,5.1,31225.0,34.4,5.4,
06083001000,17.8,7.7,1206.0,9.8,40739.0,50.5,8.3,
06083001101,25.0,8.5,1486.0,8.4,56352.0,36.7,14.9,
06083001102,24.0,7.6,1561.0,8.5,65256.0,25.5,14.9,
06083001203,11.7,8.0,2001.0,7.7,95159.0,41.0,15.7,
06083001206,12.0,3.2,1544.0,6.0,60516.0,49.2,12.7,
06083001208,14.5,4.1,2001.0,10.9,84514.0,54.5,10.2,
06083001304,6.0,4.0,1782.0,6.9,106419.0,40.1,16.0,
06083001306,2.4,6.6,1976.0,2.8,108393.0,20.7,20.0,
06083001402,6.5,11.7,2001.0,28.7,91667.0,17.7,10.0,
06083001500,6.5,1.3,2001.0,22.6,157000.0,37.2,20.0,
06083001601,8.7,8.3,1802.0,6.2,102420.0,7.9,18.0,
06083001604,10.0,5.4,1327.0,16.7,55202.0,65.1,6.2,
06083001704,5.4,6.5,1675.0,0.0,57242.0,50.7,14.5,
06083001706,5.6,8.0,1203.0,12.9,76379.0,33.3,11.2,
06083001800,26.2,6.3,842.0,37.3,40139.0,16.4,5.2,
06083001901,11.0,6.3,1099.0,11.1,62925.0,53.9,9.9,
06083001903,12.8,10.9,1420.0,6.4,66343.0,23.0,7.0,
06083001905,10.0,9.5,1216.0,22.4,82500.0,25.7,14.5,
06083001906,8.2,8.5,1887.0,8.9,95366.0,30.2,14.6,
06083002005,8.1,9.5,1670.0,6.5,69892.0,42.5,17.0,
06083002006,7.6,6.4,1045.0,10.8,79375.0,49.9,15.8,
06083002007,7.0,5.4,1623.0,6.9,68577.0,58.2,10.2,
06083002008,6.6,5.0,1451.0,4.2,72403.0,56.3,16.2,
06083002009,7.7,9.6,1061.0,5.2,74961.0,41.2,17.0,
06083002010,5.2,8.5,1867.0,2.0,83704.0,56.7,13.9,
06083002011,6.6,9.1,1478.0,3.5,63185.0,32.3,15.7,
06083002012,8.4,8.9,1436.0,4.3,68043.0,15.3,11.1,
06083002013,3.7,6.6,1156.0,4.6,85179.0,33.8,9.8,
06083002101,37.0,17.4,1100.0,9.5,40391.0,15.2,5.9,
06083002102,5.8,3.7,1347.0,0.6,60439.0,33.3,9.5,
06083002103,27.4,11.1,1133.0,9.8,39135.0,17.9,5.4,
06083002205,19.6,13.6,904.0,6.2,42206.0,28.7,2.1,
06083002206,23.0,11.8,1031.0,9.3,39722.0,42.2,1.9,
06083002209,21.3,15.0,1425.0,5.1,56410.0,58.4,7.7,
06083002210,11.0,9.8,1736.0,3.3,71458.0,15.3,14.5,
06083002211,7.6,9.3,1575.0,5.3,66932.0,23.2,7.5,
06083002303,15.7,12.6,1509.0,7.3,47682.0,26.1,2.2,
06083002304,25.8,8.5,1115.0,5.4,43195.0,42.8,3.5,
06083002305,24.8,5.9,1376.0,1.7,49464.0,29.7,6.4,
06083002306,8.1,9.4,1561.0,6.6,55862.0,30.8,3.5,
06083002402,28.8,13.6,1105.0,1.4,47180.0,40.6,6.1,
06083002403,37.8,12.3,1015.0,4.4,31229.0,39.5,4.0,
06083002404,34.0,12.8,986.0,3.2,33705.0,27.7,7.6,
06083002502,20.8,10.1,1025.0,1.3,45000.0,23.2,6.5,
06083002604,0.0,12.8,1304.0,23.9,73375.0,48.8,14.4,
06083002606,8.7,7.8,1625.0,7.0,61453.0,37.4,12.0,
06083002702,28.4,14.5,918.0,5.0,35148.0,27.4,4.6,
06083002703,27.1,11.4,935.0,4.8,39644.0,24.3,6.1,
06083002705,30.3,25.0,1054.0,9.4,35781.0,42.8,1.8,
06083002706,35.6,19.2,869.0,5.3,32385.0,30.7,1.0,
06083002707,15.2,11.5,915.0,7.7,43512.0,51.9,6.7,
06083002708,10.7,9.5,972.0,2.2,47068.0,58.4,4.4,
06083002802,13.0,6.3,1209.0,3.8,74694.0,44.9,10.3,
06083002806,8.1,8.1,1494.0,2.8,77083.0,33.9,15.2,
06083002808,5.9,9.7,1497.0,3.1,77551.0,56.6,14.3,
06083002809,7.3,9.9,1642.0,10.4,82448.0,47.9,8.6,
06083002906,5.6,2.9,2001.0,0.0,101050.0,78.6,10.5,
06083002907,4.4,2.0,2001.0,1.6,99839.0,47.1,19.1,193
06083002909,5.3,4.9,2001.0,3.6,95110.0,52.1,13.0,
06083002913,3.2,6.1,2001.0,1.1,90990.0,47.5,10.0,139
06083002914,2.8,4.2,1913.0,7.1,78264.0,42.2,13.7,
06083002915,22.7,2.7,924.0,19.7,42708.0,30.0,11.8,
06083002922,10.9,19.5,1425.0,11.3,61875.0,43.7,11.2,
06083002924,73.4,20.3,1462.0,7.0,13762.0,15.6,1.0,
06083002926,66.8,8.7,1403.0,5.4,19107.0,27.8,2.6,
06083002928,75.8,12.8,1425.0,8.1,17609.0,11.4,1.0,
06083002930,14.2,5.1,1470.0,6.7,68214.0,31.4,11.7,
06083002932,10.9,4.9,1755.0,15.9,110938.0,35.0,12.8,
06083003001,10.0,7.9,1329.0,7.2,61163.0,21.5,12.0,
06083003004,2.7,6.8,2001.0,0.8,108375.0,66.9,16.4,
06083003005,6.9,6.7,1768.0,2.8,85083.0,34.0,17.4,
06083003007,7.5,6.6,2001.0,11.8,104600.0,54.8,16.3,
06083003102,5.3,5.5,1518.0,11.0,82309.0,46.2,14.0,
06083980000,0.0,0.0,,0.0,,49.3,7.8,
06083980100,,,,100.0,,36.7,2.6,
06083990000,,,,,,27.3,7.6,
06085500100,19.1,11.3,1485.0,2.4,73811.0,21.9,6.2,
06085500200,17.2,4.1,1585.0,2.3,74773.0,60.6,13.2,
06085500300,19.3,15.2,1779.0,9.2,104432.0,36.9,12.1,
06085500400,14.6,5.3,1269.0,5.4,60809.0,53.5,3.9,
06085500500,7.5,7.0,1238.0,5.3,114779.0,60.6,19.4,
06085500600,5.8,8.6,1404.0,1.9,109074.0,36.3,13.6,
06085500800,14.0,14.8,1407.0,19.4,63214.0,43.9,12.0,
06085500901,29.5,12.2,1210.0,10.1,49941.0,30.9,10.0,
06085500902,53.8,17.0,1086.0,8.0,22548.0,1.9,1.0,
06085501000,21.8,12.9,940.0,8.4,39211.0,31.5,1.0,
06085501101,18.9,14.7,1293.0,1.0,57292.0,43.8,12.7,
06085501102,11.5,13.0,1425.0,1.5,75342.0,32.3,10.4,
06085501200,20.4,14.5,1194.0,1.5,56116.0,30.3,6.0,
06085501300,30.0,10.4,1348.0,8.8,80795.0,27.6,15.6,
06085501401,25.3,12.5,1175.0,1.0,40750.0,61.9,9.1,
06085501402,17.9,9.4,1266.0,3.0,44250.0,10.4,10.3,
06085501501,22.8,16.7,1308.0,1.2,40407.0,40.6,8.8,
06085501502,25.4,11.7,1222.0,2.9,53750.0,28.8,4.7,
06085501600,36.0,10.1,1177.0,8.5,40492.0,18.0,8.9,
06085501700,22.3,13.4,1306.0,2.6,43788.0,30.0,3.3,
06085501800,9.7,10.3,1437.0,4.4,86944.0,49.5,11.1,
06085501900,13.4,9.7,1557.0,5.9,83795.0,48.4,10.1,
06085502001,13.6,12.1,1201.0,4.6,60850.0,40.8,6.4,
06085502002,27.9,12.4,1306.0,5.8,45114.0,46.3,7.6,
06085502101,9.8,6.6,1533.0,2.5,78533.0,57.9,13.8,
06085502102,20.3,10.5,1328.0,3.8,50875.0,46.3,10.9,
06085502201,18.8,7.2,1452.0,6.0,52727.0,28.0,4.7,
06085502202,6.1,5.3,1512.0,0.6,106484.0,48.9,15.1,
