participant_id,n_vars_available,tier,n_candidates,matched_geoid,distance,quality_score,tied_geoids,true_tract_geoid,scenario,correct,true_in_ties
A10000_01387,5,EXACT,1,36047023300,0.0,100,36047023300,36047023300,clean,True,True
A10000_01388,5,EXACT,1,01073012911,0.0,100,01073012911,01073012911,clean,True,True
A10000_01389,5,EXACT,1,36065024900,0.0,100,36065024900,36065024900,clean,True,True
A10000_01390,5,EXACT,1,42029304406,0.0,100,42029304406,42029304406,clean,True,True
A10000_01391,5,EXACT,1,11001009603,0.0,100,11001009603,11001009603,clean,True,True
A10000_01392,5,EXACT,1,34027041500,0.0,100,34027041500,34027041500,clean,True,True
A10000_01393,5,EXACT,1,06037123510,0.0,100,06037123510,06037123510,clean,True,True
A10000_01394,5,EXACT,1,26163577200,0.0,100,26163577200,26163577200,clean,True,True
A10000_01395,5,EXACT,1,37155960102,0.0,100,37155960102,37155960102,clean,True,True
A10000_01396,5,EXACT,1,34015502001,0.0,100,34015502001,34015502001,clean,True,True
A10000_01397,5,EXACT,1,20209043600,0.0,100,20209043600,20209043600,clean,True,True
A10000_01398,5,EXACT,1,06065046402,0.0,100,06065046402,06065046402,clean,True,True
A10000_01399,5,EXACT,1,18119955900,0.0,100,18119955900,18119955900,clean,True,True
A10000_01400,5,EXACT,1,13135050109,0.0,100,13135050109,13135050109,clean,True,True
A10000_01401,5,EXACT,1,47125100601,0.0,100,47125100601,47125100601,clean,True,True
A10000_01402,5,EXACT,1,32003004714,0.0,100,32003004714,32003004714,clean,True,True
A10000_01403,5,EXACT,1,06001437500,0.0,100,06001437500,06001437500,clean,True,True
A10000_01404,5,EXACT,1,42091206102,0.0,100,42091206102,42091206102,clean,True,True
A10000_01405,5,EXACT,1,27091790600,0.0,100,27091790600,27091790600,clean,True,True
A10000_01406,5,EXACT,1,48215022004,0.0,100,48215022004,48215022004,clean,True,True
A10000_01407,5,EXACT,1,10005050703,0.0,100,10005050703,10005050703,clean,True,True
A10000_01408,5,EXACT,1,06071009107,0.0,100,06071009107,06071009107,clean,True,True
A10000_01409,5,EXACT,1,12011020311,0.0,100,12011020311,12011020311,clean,True,True
A10000_01410,5,EXACT,1,32003006201,0.0,100,32003006201,32003006201,clean,True,True
A10000_01411,5,EXACT,1,12086015300,0.0,100,12086015300,12086015300,clean,True,True
A10000_01412,5,EXACT,1,42003290400,0.0,100,42003290400,42003290400,clean,True,True
A10000_01413,5,EXACT,1,06087122201,0.0,100,06087122201,06087122201,clean,True,True
A10000_01414,5,EXACT,1,48113007202,0.0,100,48113007202,48113007202,clean,True,True
A10000_01415,5,EXACT,1,27047180500,0.0,100,27047180500,27047180500,clean,True,True
A10000_01416,5,EXACT,1,06037127606,0.0,100,06037127606,06037127606,clean,True,True
A10000_01417,5,EXACT,1,37081016102,0.0,100,37081016102,37081016102,clean,True,True
A10000_01418,5,EXACT,1,26091062400,0.0,100,26091062400,26091062400,clean,True,True
A10000_01419,5,EXACT,1,51069050100,0.0,100,51069050100,51069050100,clean,True,True
A10000_01420,5,EXACT,1,06067005404,0.0,100,06067005404,06067005404,clean,True,True
A10000_01421,5,EXACT,1,41067032107,0.0,100,41067032107,41067032107,clean,True,True
A10000_01422,5,EXACT,1,39003013600,0.0,100,39003013600,39003013600,clean,True,True
A10000_01423,5,EXACT,1,36029015504,0.0,100,36029015504,36029015504,clean,True,True
A10000_01424,5,EXACT,1,24033806900,0.0,100,24033806900,24033806900,clean,True,True
A10000_01425,5,EXACT,1,04013104221,0.0,100,04013104221,04013104221,clean,True,True
A10000_01426,5,EXACT,1,17043844002,0.0,100,17043844002,17043844002,clean,True,True
A10000_01427,5,EXACT,1,19193000200,0.0,100,19193000200,19193000200,clean,True,True
A10000_01428,5,EXACT,1,18005011200,0.0,100,18005011200,18005011200,clean,True,True
A10000_01429,5,EXACT,1,04019004635,0.0,100,04019004635,04019004635,clean,True,True
A10000_01430,5,EXACT,1,13063040416,0.0,100,13063040416,13063040416,clean,True,True
A10000_01431,5,EXACT,1,48201450400,0.0,100,48201450400,48201450400,clean,True,True
A10000_01432,5,EXACT,1,42029302705,0.0,100,42029302705,42029302705,clean,True,True
A10000_01433,5,EXACT,1,42091200707,0.0,100,42091200707,42091200707,clean,True,True
A10000_01434,5,EXACT,1,13121009404,0.0,100,13121009404,13121009404,clean,True,True
A10000_01435,5,EXACT,1,06013355116,0.0,100,06013355116,06013355116,clean,True,True
A10000_01436,5,EXACT,1,55103970300,0.0,100,55103970300,55103970300,clean,True,True
A10000_01437,5,EXACT,1,56025001200,0.0,100,56025001200,56025001200,clean,True,True
A10000_01438,5,EXACT,1,26065004901,0.0,100,26065004901,26065004901,clean,True,True
A10000_01439,5,EXACT,1,47043060601,0.0,100,47043060601,47043060601,clean,True,True
A10000_01440,5,EXACT,1,36059413200,0.0,100,36059413200,36059413200,clean,True,True
A10000_01441,5,EXACT,1,24033803001,0.0,100,24033803001,24033803001,clean,True,True
A10000_01442,5,EXACT,1,29095014904,0.0,100,29095014904,29095014904,clean,True,True
A10000_01443,5,EXACT,1,53077940002,0.0,100,53077940002,53077940002,clean,True,True
A10000_01444,5,EXACT,1,54029021400,0.0,100,54029021400,54029021400,clean,True,True
A10000_01445,5,EXACT,1,42019911000,0.0,100,42019911000,42019911000,clean,True,True
A10000_01446,5,EXACT,1,26163512100,0.0,100,26163512100,26163512100,clean,True,True
A10000_01447,5,EXACT,1,12105011203,0.0,100,12105011203,12105011203,clean,True,True
A10000_01448,5,EXACT,1,29223690200,0.0,100,29223690200,29223690200,clean,True,True
A10000_01449,5,EXACT,1,25021419100,0.0,100,25021419100,25021419100,clean,True,True
A10000_01450,5,EXACT,1,47093004615,0.0,100,47093004615,47093004615,clean,True,True
A10000_01451,5,EXACT,1,01073003700,0.0,100,01073003700,01073003700,clean,True,True
A10000_01452,5,EXACT,1,17055041200,0.0,100,17055041200,17055041200,clean,True,True
A10000_01453,5,EXACT,1,08069001704,0.0,100,08069001704,08069001704,clean,True,True
A10000_01454,5,EXACT,1,25021414100,0.0,100,25021414100,25021414100,clean,True,True
A10000_01455,5,EXACT,1,06085503305,0.0,100,06085503305,06085503305,clean,True,True
A10000_01456,5,EXACT,1,30013010700,0.0,100,30013010700,30013010700,clean,True,True
A10000_01457,5,EXACT,1,17067953900,0.0,100,17067953900,17067953900,clean,True,True
A10000_01458,5,EXACT,1,01089010301,0.0,100,01089010301,01089010301,clean,True,True
A10000_01459,5,EXACT,1,09003511300,0.0,100,09003511300,09003511300,clean,True,True
A10000_01460,5,EXACT,1,15003007805,0.0,100,15003007805,15003007805,clean,True,True
A10000_01461,5,EXACT,1,56009956500,0.0,100,56009956500,56009956500,clean,True,True
A10000_01462,5,EXACT,1,26091061200,0.0,100,26091061200,26091061200,clean,True,True
A10000_01463,5,EXACT,1,04013106200,0.0,100,04013106200,04013106200,clean,True,True
A10000_01464,5,EXACT,1,47043060200,0.0,100,47043060200,47043060200,clean,True,True
A10000_01465,5,EXACT,1,26049003700,0.0,100,26049003700,26049003700,clean,True,True
A10000_01466,5,EXACT,1,10003001200,0.0,100,10003001200,10003001200,clean,True,True
A10000_01467,5,EXACT,1,51139030400,0.0,100,51139030400,51139030400,clean,True,True
A10000_01468,5,EXACT,1,51153901225,0.0,100,51153901225,51153901225,clean,True,True
A10000_01469,5,EXACT,1,19193003500,0.0,100,19193003500,19193003500,clean,True,True
A10000_01470,5,EXACT,1,09003416700,0.0,100,09003416700,09003416700,clean,True,True
A10000_01471,5,EXACT,1,22033001700,0.0,100,22033001700,22033001700,clean,True,True
A10000_01472,5,EXACT,1,25027744400,0.0,100,25027744400,25027744400,clean,True,True
A10000_01473,5,EXACT,1,48363000700,0.0,100,48363000700,48363000700,clean,True,True
A10000_01474,5,EXACT,1,04015951602,0.0,100,04015951602,04015951602,clean,True,True
A10000_01475,5,EXACT,1,18033020400,0.0,100,18033020400,18033020400,clean,True,True
A10000_01476,5,EXACT,1,45063021115,0.0,100,45063021115,45063021115,clean,True,True
A10000_01477,5,EXACT,1,06025011400,0.0,100,06025011400,06025011400,clean,True,True
A10000_01478,5,EXACT,1,06023000800,0.0,100,06023000800,06023000800,clean,True,True
A10000_01479,5,EXACT,1,54033031100,0.0,100,54033031100,54033031100,clean,True,True
A10000_01480,5,EXACT,1,17043845508,0.0,100,17043845508,17043845508,clean,True,True
A10000_01481,5,EXACT,1,17111871108,0.0,100,17111871108,17111871108,clean,True,True
A10000_01482,5,EXACT,1,48121021726,0.0,100,48121021726,48121021726,clean,True,True
A10000_01483,5,EXACT,1,36061020901,0.0,100,36061020901,36061020901,clean,True,True
A10000_01484,5,EXACT,1,36047088200,0.0,100,36047088200,36047088200,clean,True,True
A10000_01485,5,EXACT,1,18035000600,0.0,100,18035000600,18035000600,clean,True,True
A10000_01486,5,EXACT,1,47149041900,0.0,100,47149041900,47149041900,clean,True,True
A10000_01487,5,EXACT,1,25011041300,0.0,100,25011041300,25011041300,clean,True,True
A10000_01488,5,EXACT,1,09003514800,0.0,100,09003514800,09003514800,clean,True,True
A10000_01489,5,EXACT,1,17125956500,0.0,100,17125956500,17125956500,clean,True,True
A10000_01490,5,EXACT,1,37133000700,0.0,100,37133000700,37133000700,clean,True,True
A10000_01491,5,EXACT,1,13161960200,0.0,100,13161960200,13161960200,clean,True,True
A10000_01492,5,EXACT,1,19153010703,0.0,100,19153010703,19153010703,clean,True,True
A10000_01493,5,EXACT,1,13275960700,0.0,100,13275960700,13275960700,clean,True,True
A10000_01494,5,EXACT,1,51650010311,0.0,100,51650010311,51650010311,clean,True,True
A10000_01495,5,EXACT,1,53073011000,0.0,100,53073011000,53073011000,clean,True,True
A10000_01496,5,EXACT,1,04021001301,0.0,100,04021001301,04021001301,clean,True,True
A10000_01497,5,EXACT,1,53053072109,0.0,100,53053072109,53053072109,clean,True,True
A10000_01498,5,EXACT,1,51760040800,0.0,100,51760040800,51760040800,clean,True,True
A10000_01499,5,EXACT,1,13261950100,0.0,100,13261950100,13261950100,clean,True,True
A10000_01500,5,EXACT,1,17125956700,0.0,100,17125956700,17125956700,clean,True,True
A10000_01501,5,EXACT,1,06099000906,0.0,100,06099000906,06099000906,clean,True,True
A10000_01502,5,EXACT,1,12057002100,0.0,100,12057002100,12057002100,clean,True,True
A10000_01503,5,EXACT,1,17091012600,0.0,100,17091012600,17091012600,clean,True,True
A10000_01504,5,EXACT,1,37173960302,0.0,100,37173960302,37173960302,clean,True,True
A10000_01505,5,EXACT,1,40047000100,0.0,100,40047000100,40047000100,clean,True,True
A10000_01506,5,EXACT,1,48201521200,0.0,100,48201521200,48201521200,clean,True,True
A10000_01507,5,EXACT,1,06059063702,0.0,100,06059063702,06059063702,clean,True,True
A10000_01508,5,EXACT,1,20045000502,0.0,100,20045000502,20045000502,clean,True,True
A10000_01509,5,EXACT,1,21111012802,0.0,100,21111012802,21111012802,clean,True,True
A10000_01510,5,EXACT,1,06095252912,0.0,100,06095252912,06095252912,clean,True,True
A10000_01511,5,EXACT,1,12021011301,0.0,100,12021011301,12021011301,clean,True,True
A10000_01512,5,EXACT,1,39095007002,0.0,100,39095007002,39095007002,clean,True,True
A10000_01513,5,EXACT,1,37071032508,0.0,100,37071032508,37071032508,clean,True,True
A10000_01514,5,EXACT,1,19157370200,0.0,100,19157370200,19157370200,clean,True,True
A10000_01515,5,EXACT,1,17197881010,0.0,100,17197881010,17197881010,clean,True,True
A10000_01516,5,EXACT,1,06019007801,0.0,100,06019007801,06019007801,clean,True,True
A10000_01517,5,EXACT,1,08031002702,0.0,100,08031002702,08031002702,clean,True,True
A10000_01518,5,EXACT,1,39049000910,0.0,100,39049000910,39049000910,clean,True,True
A10000_01519,5,EXACT,1,48491020325,0.0,100,48491020325,48491020325,clean,True,True
A10000_01520,5,EXACT,1,04019003504,0.0,100,04019003504,04019003504,clean,True,True
A10000_01521,5,EXACT,1,05145070401,0.0,100,05145070401,05145070401,clean,True,True
A10000_01522,5,EXACT,1,27047180700,0.0,100,27047180700,27047180700,clean,True,True
A10000_01523,5,EXACT,1,06001410400,0.0,100,06001410400,06001410400,clean,True,True
A10000_01524,5,EXACT,1,25027744102,0.0,100,25027744102,25027744102,clean,True,True
A10000_01525,5,EXACT,1,22051023902,0.0,100,22051023902,22051023902,clean,True,True
A10000_01526,5,EXACT,1,17031081202,0.0,100,17031081202,17031081202,clean,True,True
A10000_01527,5,EXACT,1,12011042100,0.0,100,12011042100,12011042100,clean,True,True
A10000_01528,5,EXACT,1,06071010803,0.0,100,06071010803,06071010803,clean,True,True
A10000_01529,5,EXACT,1,45083020603,0.0,100,45083020603,45083020603,clean,True,True
A10000_01530,5,EXACT,1,18097353600,0.0,100,18097353600,18097353600,clean,True,True
A10000_01531,5,EXACT,1,48201453300,0.0,100,48201453300,48201453300,clean,True,True
A10000_01532,5,EXACT,1,36059407900,0.0,100,36059407900,36059407900,clean,True,True
A10000_01533,5,EXACT,1,36047051400,0.0,100,36047051400,36047051400,clean,True,True
A10000_01534,5,EXACT,1,31055000600,0.0,100,31055000600,31055000600,clean,True,True
A10000_01535,5,EXACT,1,25009251300,0.0,100,25009251300,25009251300,clean,True,True
A10000_01536,5,EXACT,1,42071013901,0.0,100,42071013901,42071013901,clean,True,True
A10000_01537,5,EXACT,1,06059099604,0.0,100,06059099604,06059099604,clean,True,True
A10000_01538,5,EXACT,1,42129802304,0.0,100,42129802304,42129802304,clean,True,True
A10000_01539,5,EXACT,1,29117480200,0.0,100,29117480200,29117480200,clean,True,True
A10000_01540,5,EXACT,1,39165031904,0.0,100,39165031904,39165031904,clean,True,True
A10000_01541,5,EXACT,1,12127091024,0.0,100,12127091024,12127091024,clean,True,True
A10000_01542,5,EXACT,1,25025000301,0.0,100,25025000301,25025000301,clean,True,True
A10000_01543,5,EXACT,1,19153001500,0.0,100,19153001500,19153001500,clean,True,True
A10000_01544,5,EXACT,1,29047021207,0.0,100,29047021207,29047021207,clean,True,True
A10000_01545,5,EXACT,1,39091003900,0.0,100,39091003900,39091003900,clean,True,True
A10000_01546,5,EXACT,1,39061020505,0.0,100,39061020505,39061020505,clean,True,True
A10000_01547,5,EXACT,1,24003751600,0.0,100,24003751600,24003751600,clean,True,True
A10000_01548,5,EXACT,1,17043841308,0.0,100,17043841308,17043841308,clean,True,True
A10000_01549,5,EXACT,1,55055101702,0.0,100,55055101702,55055101702,clean,True,True
A10000_01550,5,EXACT,1,01009050300,0.0,100,01009050300,01009050300,clean,True,True
A10000_01551,5,EXACT,1,42039112001,0.0,100,42039112001,42039112001,clean,True,True
A10000_01552,5,EXACT,1,34007610800,0.0,100,34007610800,34007610800,clean,True,True
A10000_01553,5,EXACT,1,12086010300,0.0,100,12086010300,12086010300,clean,True,True
A10000_01554,5,EXACT,1,12103025015,0.0,100,12103025015,12103025015,clean,True,True
A10000_01555,5,EXACT,1,06019007700,0.0,100,06019007700,06019007700,clean,True,True
A10000_01556,5,EXACT,1,41033360400,0.0,100,41033360400,41033360400,clean,True,True
A10000_01557,5,EXACT,1,39047925900,0.0,100,39047925900,39047925900,clean,True,True
A10000_01558,5,EXACT,1,48381020800,0.0,100,48381020800,48381020800,clean,True,True
A10000_01559,5,EXACT,1,12086004206,0.0,100,12086004206,12086004206,clean,True,True
A10000_01560,5,EXACT,1,55007960300,0.0,100,55007960300,55007960300,clean,True,True
A10000_01561,5,EXACT,1,06089011300,0.0,100,06089011300,06089011300,clean,True,True
A10000_01562,5,EXACT,1,17115001000,0.0,100,17115001000,17115001000,clean,True,True
A10000_01563,5,EXACT,1,17031430300,0.0,100,17031430300,17031430300,clean,True,True
A10000_01564,5,EXACT,1,25025130406,0.0,100,25025130406,25025130406,clean,True,True
A10000_01565,5,EXACT,1,45035010605,0.0,100,45035010605,45035010605,clean,True,True
A10000_01566,5,EXACT,1,08005005621,0.0,100,08005005621,08005005621,clean,True,True
A10000_01567,5,EXACT,1,39155921300,0.0,100,39155921300,39155921300,clean,True,True
A10000_01568,5,EXACT,1,42091200703,0.0,100,42091200703,42091200703,clean,True,True
A10000_01569,5,EXACT,1,36029007901,0.0,100,36029007901,36029007901,clean,True,True
A10000_01570,5,EXACT,1,32003003309,0.0,100,32003003309,32003003309,clean,True,True
A10000_01571,5,EXACT,1,26163568500,0.0,100,26163568500,26163568500,clean,True,True
A10000_01572,5,EXACT,1,37183052603,0.0,100,37183052603,37183052603,clean,True,True
A10000_01573,5,EXACT,1,12127082412,0.0,100,12127082412,12127082412,clean,True,True
A10000_01574,5,EXACT,1,06037212701,0.0,100,06037212701,06037212701,clean,True,True
A10000_01575,5,EXACT,1,48477170300,0.0,100,48477170300,48477170300,clean,True,True
A10000_01576,5,EXACT,1,37137950101,0.0,100,37137950101,37137950101,clean,True,True
A10000_01577,5,EXACT,1,39093077100,0.0,100,39093077100,39093077100,clean,True,True
A10000_01578,5,EXACT,1,29043020205,0.0,100,29043020205,29043020205,clean,True,True
A10000_01579,5,EXACT,1,37119000100,0.0,100,37119000100,37119000100,clean,True,True
A10000_01580,5,EXACT,1,06077002402,0.0,100,06077002402,06077002402,clean,True,True
A10000_01581,5,EXACT,1,17031823602,0.0,100,17031823602,17031823602,clean,True,True
A10000_01582,5,EXACT,1,06065043252,0.0,100,06065043252,06065043252,clean,True,True
A10000_01583,5,EXACT,1,05027950300,0.0,100,05027950300,05027950300,clean,True,True
A10000_01584,5,EXACT,1,30093000500,0.0,100,30093000500,30093000500,clean,True,True
A10000_01585,5,EXACT,1,36047116200,0.0,100,36047116200,36047116200,clean,True,True
A10000_01586,5,EXACT,1,36061012000,0.0,100,36061012000,36061012000,clean,True,True
A10000_01587,5,EXACT,1,06037576802,0.0,100,06037576802,06037576802,clean,True,True
A10000_01588,5,EXACT,1,48113009607,0.0,100,48113009607,48113009607,clean,True,True
A10000_01589,5,EXACT,1,39031961400,0.0,100,39031961400,39031961400,clean,True,True
A10000_01590,5,EXACT,1,51061930100,0.0,100,51061930100,51061930100,clean,True,True
A10000_01591,5,EXACT,1,42049001800,0.0,100,42049001800,42049001800,clean,True,True
A10000_01592,5,EXACT,1,06065042726,0.0,100,06065042726,06065042726,clean,True,True
A10000_01593,5,EXACT,1,27163070303,0.0,100,27163070303,27163070303,clean,True,True
A10000_01594,5,EXACT,1,36121970500,0.0,100,36121970500,36121970500,clean,True,True
A10000_01595,5,EXACT,1,22045030301,0.0,100,22045030301,22045030301,clean,True,True
A10000_01596,5,EXACT,1,36067001000,0.0,100,36067001000,36067001000,clean,True,True
A10000_01597,5,EXACT,1,28127950300,0.0,100,28127950300,28127950300,clean,True,True
A10000_01598,5,EXACT,1,17143003200,0.0,100,17143003200,17143003200,clean,True,True
A10000_01599,5,EXACT,1,13067030219,0.0,100,13067030219,13067030219,clean,True,True
A10000_01600,5,EXACT,1,48453001748,0.0,100,48453001748,48453001748,clean,True,True
A10000_01601,5,EXACT,1,36025971100,0.0,100,36025971100,36025971100,clean,True,True
A10000_01602,5,EXACT,1,37035011602,0.0,100,37035011602,37035011602,clean,True,True
A10000_01603,5,EXACT,1,18149954000,0.0,100,18149954000,18149954000,clean,True,True
A10000_01604,5,EXACT,1,19097950500,0.0,100,19097950500,19097950500,clean,True,True
A10000_01605,5,EXACT,1,06037554517,0.0,100,06037554517,06037554517,clean,True,True
A10000_01606,5,EXACT,1,13127000300,0.0,100,13127000300,13127000300,clean,True,True
A10000_01607,5,EXACT,1,36119000203,0.0,100,36119000203,36119000203,clean,True,True
A10000_01608,5,EXACT,1,22115950200,0.0,100,22115950200,22115950200,clean,True,True
A10000_01609,5,EXACT,1,29189216100,0.0,100,29189216100,29189216100,clean,True,True
A10000_01610,5,EXACT,1,08113968200,0.0,100,08113968200,08113968200,clean,True,True
A10000_01611,5,EXACT,1,36047019000,0.0,100,36047019000,36047019000,clean,True,True
A10000_01612,5,EXACT,1,25017366202,0.0,100,25017366202,25017366202,clean,True,True
A10000_01613,5,EXACT,1,06065042516,0.0,100,06065042516,06065042516,clean,True,True
A10000_01614,5,EXACT,1,31037964600,0.0,100,31037964600,31037964600,clean,True,True
A10000_01615,5,EXACT,1,42045408103,0.0,100,42045408103,42045408103,clean,True,True
A10000_01616,5,EXACT,1,50019951500,0.0,100,50019951500,50019951500,clean,True,True
A10000_01617,5,EXACT,1,36047072800,0.0,100,36047072800,36047072800,clean,True,True
A10000_01618,5,EXACT,1,21093000201,0.0,100,21093000201,21093000201,clean,True,True
A10000_01619,5,EXACT,1,18135951600,0.0,100,18135951600,18135951600,clean,True,True
A10000_01620,5,EXACT,1,36085014604,0.0,100,36085014604,36085014604,clean,True,True
A10000_01621,5,EXACT,1,12031014328,0.0,100,12031014328,12031014328,clean,True,True
A10000_01622,5,EXACT,1,42129804600,0.0,100,42129804600,42129804600,clean,True,True
A10000_01623,5,EXACT,1,37037020702,0.0,100,37037020702,37037020702,clean,True,True
A10000_01624,5,EXACT,1,48467950500,0.0,100,48467950500,48467950500,clean,True,True
A10000_01625,5,EXACT,1,48135000700,0.0,100,48135000700,48135000700,clean,True,True
A10000_01626,5,EXACT,1,01083020300,0.0,100,01083020300,01083020300,clean,True,True
A10000_01627,5,EXACT,1,06073009603,0.0,100,06073009603,06073009603,clean,True,True
A10000_01628,5,EXACT,1,36059300800,0.0,100,36059300800,36059300800,clean,True,True
A10000_01629,5,EXACT,1,01077011000,0.0,100,01077011000,01077011000,clean,True,True
A10000_01630,5,EXACT,1,44003021300,0.0,100,44003021300,44003021300,clean,True,True
A10000_01631,5,EXACT,1,27053020902,0.0,100,27053020902,27053020902,clean,True,True
A10000_01632,5,EXACT,1,48113017814,0.0,100,48113017814,48113017814,clean,True,True
A10000_01633,5,EXACT,1,33019975700,0.0,100,33019975700,33019975700,clean,True,True
A10000_01634,5,EXACT,1,21195931000,0.0,100,21195931000,21195931000,clean,True,True
A10000_01635,5,EXACT,1,04013615000,0.0,100,04013615000,04013615000,clean,True,True
A10000_01636,5,EXACT,1,24013504201,0.0,100,24013504201,24013504201,clean,True,True
A10000_01637,5,EXACT,1,12107950600,0.0,100,12107950600,12107950600,clean,True,True
A10000_01638,5,EXACT,1,06037115104,0.0,100,06037115104,06037115104,clean,True,True
A10000_01639,5,EXACT,1,24033802404,0.0,100,24033802404,24033802404,clean,True,True
A10000_01640,5,EXACT,1,34017019800,0.0,100,34017019800,34017019800,clean,True,True
A10000_01641,5,EXACT,1,53027001400,0.0,100,53027001400,53027001400,clean,True,True
A10000_01642,5,EXACT,1,48183001000,0.0,100,48183001000,48183001000,clean,True,True
A10000_01643,5,EXACT,1,25025120201,0.0,100,25025120201,25025120201,clean,True,True
A10000_01644,5,EXACT,1,13211010500,0.0,100,13211010500,13211010500,clean,True,True
A10000_01645,5,EXACT,1,42097080800,0.0,100,42097080800,42097080800,clean,True,True
A10000_01646,5,EXACT,1,31111959900,0.0,100,31111959900,31111959900,clean,True,True
A10000_01647,5,EXACT,1,04007001000,0.0,100,04007001000,04007001000,clean,True,True
A10000_01648,5,EXACT,1,40037021600,0.0,100,40037021600,40037021600,clean,True,True
A10000_01649,5,EXACT,1,12003040101,0.0,100,12003040101,12003040101,clean,True,True
A10000_01650,5,EXACT,1,51133020200,0.0,100,51133020200,51133020200,clean,True,True
A10000_01651,5,EXACT,1,34003019305,0.0,100,34003019305,34003019305,clean,True,True
A10000_01652,5,EXACT,1,26049011710,0.0,100,26049011710,26049011710,clean,True,True
A10000_01653,5,EXACT,1,22105954200,0.0,100,22105954200,22105954200,clean,True,True
A10000_01654,5,EXACT,1,04019004614,0.0,100,04019004614,04019004614,clean,True,True
A10000_01655,5,EXACT,1,20013480600,0.0,100,20013480600,20013480600,clean,True,True
A10000_01656,5,EXACT,1,13151070306,0.0,100,13151070306,13151070306,clean,True,True
A10000_01657,5,EXACT,1,37049961302,0.0,100,37049961302,37049961302,clean,True,True
A10000_01658,5,EXACT,1,06107002002,0.0,100,06107002002,06107002002,clean,True,True
A10000_01659,5,EXACT,1,53033032323,0.0,100,53033032323,53033032323,clean,True,True
A10000_01660,5,EXACT,1,49037978100,0.0,100,49037978100,49037978100,clean,True,True
A10000_01661,5,EXACT,1,39035177406,0.0,100,39035177406,39035177406,clean,True,True
A10000_01662,5,EXACT,1,26075001100,0.0,100,26075001100,26075001100,clean,True,True
A10000_01663,5,EXACT,1,06045010600,0.0,100,06045010600,06045010600,clean,True,True
A10000_01664,5,EXACT,1,21089040100,0.0,100,21089040100,21089040100,clean,True,True
A10000_01665,5,EXACT,1,15009031405,0.0,100,15009031405,15009031405,clean,True,True
A10000_01666,5,EXACT,1,42041012100,0.0,100,42041012100,42041012100,clean,True,True
A10000_01667,5,EXACT,1,55067960400,0.0,100,55067960400,55067960400,clean,True,True
A10000_01668,5,EXACT,1,06113010508,0.0,100,06113010508,06113010508,clean,True,True
A10000_01669,5,EXACT,1,28035000900,0.0,100,28035000900,28035000900,clean,True,True
A10000_01670,5,EXACT,1,42091202500,0.0,100,42091202500,42091202500,clean,True,True
A10000_01671,5,EXACT,1,12119911302,0.0,100,12119911302,12119911302,clean,True,True
A10000_01672,5,EXACT,1,04013618300,0.0,100,04013618300,04013618300,clean,True,True
A10000_01673,5,EXACT,1,26161413401,0.0,100,26161413401,26161413401,clean,True,True
A10000_01674,5,EXACT,1,49035111500,0.0,100,49035111500,49035111500,clean,True,True
A10000_01675,5,EXACT,1,06037461502,0.0,100,06037461502,06037461502,clean,True,True
A10000_01676,5,EXACT,1,29095000900,0.0,100,29095000900,29095000900,clean,True,True
A10000_01677,5,EXACT,1,26061000200,0.0,100,26061000200,26061000200,clean,True,True
A10000_01678,5,EXACT,1,40121486700,0.0,100,40121486700,40121486700,clean,True,True
A10000_01679,5,EXACT,1,24005430300,0.0,100,24005430300,24005430300,clean,True,True
A10000_01680,5,EXACT,1,26025003600,0.0,100,26025003600,26025003600,clean,True,True
A10000_01681,5,EXACT,1,25009260200,0.0,100,25009260200,25009260200,clean,True,True
A10000_01682,5,EXACT,1,51013100700,0.0,100,51013100700,51013100700,clean,True,True
A10000_01683,5,EXACT,1,17031300800,0.0,100,17031300800,17031300800,clean,True,True
A10000_01684,5,EXACT,1,17097863603,0.0,100,17097863603,17097863603,clean,True,True
A10000_01685,5,EXACT,1,39097041200,0.0,100,39097041200,39097041200,clean,True,True
A10000_01686,5,EXACT,1,15003004400,0.0,100,15003004400,15003004400,clean,True,True
A10000_01687,5,EXACT,1,34013014100,0.0,100,34013014100,34013014100,clean,True,True
A10000_01688,5,EXACT,1,36081028400,0.0,100,36081028400,36081028400,clean,True,True
A10000_01689,5,EXACT,1,05021950300,0.0,100,05021950300,05021950300,clean,True,True
A10000_01690,5,EXACT,1,48201541800,0.0,100,48201541800,48201541800,clean,True,True
A10000_01691,5,EXACT,1,55127001603,0.0,100,55127001603,55127001603,clean,True,True
A10000_01692,5,EXACT,1,06067008703,0.0,100,06067008703,06067008703,clean,True,True
A10000_01693,5,EXACT,1,39035119701,0.0,100,39035119701,39035119701,clean,True,True
A10000_01694,5,EXACT,1,22087030203,0.0,100,22087030203,22087030203,clean,True,True
A10000_01695,5,EXACT,1,42081011100,0.0,100,42081011100,42081011100,clean,True,True
A10000_01696,5,EXACT,1,36071014502,0.0,100,36071014502,36071014502,clean,True,True
A10000_01697,5,EXACT,1,28049010807,0.0,100,28049010807,28049010807,clean,True,True
A10000_01698,5,EXACT,1,27095170700,0.0,100,27095170700,27095170700,clean,True,True
A10000_01699,5,EXACT,1,06071010013,0.0,100,06071010013,06071010013,clean,True,True
A10000_01700,5,EXACT,1,01101005606,0.0,100,01101005606,01101005606,clean,True,True
A10000_01701,5,EXACT,1,12105012306,0.0,100,12105012306,12105012306,clean,True,True
A10000_01702,5,EXACT,1,41039002904,0.0,100,41039002904,41039002904,clean,True,True
