participant_id,scenario,pct_poverty,pct_unemployment,median_rent,pct_vacant_housing,median_income
A10000_01899,clean,12.4,11.8,608.0,14.6,47148.0
A10000_01900,clean,8.5,5.2,1069.0,2.3,79207.0
A10000_01901,clean,34.4,13.1,950.0,15.9,21716.0
A10000_01902,clean,7.8,1.8,563.0,10.1,59659.0
A10000_01903,clean,9.9,6.0,580.0,9.1,53021.0
A10000_01904,clean,6.7,0.0,1125.0,7.9,71200.0
A10000_01905,clean,12.3,9.5,1563.0,3.3,81696.0
A10000_01906,clean,5.9,5.4,1395.0,1.5,78500.0
A10000_01907,clean,7.5,7.9,1609.0,6.2,79825.0
A10000_01908,clean,5.5,7.4,1500.0,2.0,97586.0
A10000_01909,clean,8.0,8.3,1691.0,29.7,85921.0
A10000_01910,clean,10.8,2.7,459.0,11.1,47875.0
A10000_01911,clean,9.6,7.3,732.0,4.5,52685.0
A10000_01912,clean,1.2,5.4,2001.0,6.9,153264.0
A10000_01913,clean,25.9,14.5,1093.0,12.1,36618.0
A10000_01914,clean,41.0,12.9,530.0,10.9,28071.0
A10000_01915,clean,2.6,5.7,1299.0,22.8,59205.0
A10000_01916,clean,22.8,7.2,486.0,55.0,33688.0
A10000_01917,clean,20.2,8.7,697.0,10.6,31071.0
A10000_01918,clean,50.6,26.7,639.0,25.9,17441.0
A10000_01919,clean,8.9,6.3,614.0,3.8,56440.0
A10000_01920,clean,8.1,6.5,1058.0,4.6,55739.0
A10000_01921,clean,28.1,12.4,601.0,16.3,40880.0
A10000_01922,clean,5.9,7.2,781.0,11.5,49159.0
A10000_01923,clean,12.7,8.9,673.0,6.5,56786.0
A10000_01924,clean,27.9,21.0,758.0,14.7,27568.0
A10000_01925,clean,18.5,2.7,655.0,7.8,38365.0
A10000_01926,clean,24.8,15.5,712.0,25.3,26104.0
A10000_01927,clean,7.6,10.0,1392.0,5.8,76467.0
A10000_01928,clean,29.5,13.1,369.0,20.8,33198.0
A10000_01929,clean,3.8,5.1,1150.0,5.0,109866.0
A10000_01930,clean,7.1,10.5,1347.0,4.4,81250.0
A10000_01931,clean,14.8,9.1,966.0,7.7,72866.0
A10000_01932,clean,3.6,5.7,774.0,3.6,77069.0
A10000_01933,clean,11.4,5.6,1100.0,18.8,44000.0
A10000_01934,clean,34.4,17.8,625.0,24.2,36450.0
A10000_01935,clean,4.5,8.9,1414.0,3.0,92217.0
A10000_01936,clean,44.6,25.2,661.0,20.4,22135.0
A10000_01937,clean,41.9,37.5,465.0,19.2,14250.0
A10000_01938,clean,15.3,5.9,899.0,15.3,45256.0
A10000_01939,clean,32.4,14.9,673.0,22.0,32188.0
A10000_01940,clean,4.9,10.6,1103.0,7.1,73359.0
A10000_01941,clean,25.8,6.8,724.0,3.4,51042.0
A10000_01942,clean,0.7,6.7,805.0,32.0,70643.0
A10000_01943,clean,23.0,3.8,828.0,13.6,49688.0
A10000_01944,clean,30.2,8.0,827.0,2.9,47012.0
A10000_01945,clean,10.4,5.5,1384.0,2.5,83962.0
A10000_01946,clean,14.4,13.8,1256.0,2.5,55718.0
A10000_01947,clean,22.5,12.3,960.0,9.0,51028.0
A10000_01948,clean,7.7,4.4,1338.0,5.4,84730.0
A10000_01949,clean,12.7,9.3,565.0,17.6,40146.0
A10000_01950,clean,5.4,11.7,978.0,9.9,55467.0
A10000_01951,clean,37.6,12.7,679.0,11.3,26275.0
A10000_01952,clean,22.5,10.3,933.0,4.3,46017.0
A10000_01953,clean,16.8,9.5,982.0,8.8,41482.0
A10000_01954,clean,14.4,7.1,862.0,6.6,63896.0
A10000_01955,clean,18.3,0.0,286.0,21.9,43859.0
A10000_01956,clean,16.9,9.9,1212.0,4.5,50773.0
A10000_01957,clean,9.1,12.5,1255.0,4.7,64722.0
A10000_01958,clean,8.3,6.2,1491.0,2.8,80222.0
A10000_01959,clean,34.6,19.1,557.0,3.2,28558.0
A10000_01960,clean,8.3,6.1,761.0,2.5,81577.0
A10000_01961,clean,11.1,7.0,1227.0,9.0,62939.0
A10000_01962,clean,44.8,17.9,1178.0,9.8,39600.0
A10000_01963,clean,16.3,6.3,980.0,8.2,50110.0
A10000_01964,clean,1.0,5.7,1446.0,2.1,79403.0
A10000_01965,clean,22.1,17.4,844.0,17.2,31859.0
A10000_01966,clean,45.5,11.8,607.0,25.3,26172.0
A10000_01967,clean,7.1,4.5,1721.0,3.9,100910.0
A10000_01968,clean,2.0,6.9,1264.0,3.8,90332.0
A10000_01969,clean,5.0,5.5,985.0,8.5,92600.0
A10000_01970,clean,25.4,11.9,922.0,8.6,33071.0
A10000_01971,clean,5.4,13.2,991.0,7.8,72892.0
A10000_01972,clean,12.3,5.3,1191.0,6.3,111786.0
A10000_01973,clean,25.8,12.9,918.0,10.0,41064.0
A10000_01974,clean,30.7,8.0,740.0,20.0,22445.0
A10000_01975,clean,8.8,5.4,625.0,16.2,142000.0
A10000_01976,clean,36.4,18.6,463.0,9.0,24426.0
A10000_01977,clean,24.7,12.8,625.0,20.7,36865.0
A10000_01978,clean,13.6,8.6,700.0,22.9,49924.0
A10000_01979,clean,7.3,5.1,1331.0,23.1,58137.0
A10000_01980,clean,29.0,17.2,790.0,9.0,31158.0
A10000_01981,clean,2.7,4.5,1433.0,10.7,48092.0
A10000_01982,clean,17.0,11.9,586.0,13.5,34053.0
A10000_01983,clean,17.2,9.1,867.0,9.3,70951.0
A10000_01984,clean,5.8,7.8,2001.0,6.8,83806.0
A10000_01985,clean,16.6,8.3,764.0,18.5,42342.0
A10000_01986,clean,13.3,4.5,613.0,23.9,39844.0
A10000_01987,clean,12.1,6.1,920.0,9.7,42125.0
A10000_01988,clean,1.1,4.9,1430.0,4.5,145504.0
A10000_01989,clean,23.7,10.2,803.0,15.4,37083.0
A10000_01990,clean,4.9,8.6,1449.0,7.3,77436.0
A10000_01991,clean,4.0,5.3,1120.0,6.7,72014.0
A10000_01992,clean,4.6,9.9,784.0,10.9,61858.0
A10000_01993,clean,40.6,7.3,866.0,8.8,33211.0
A10000_01994,clean,6.0,3.7,1235.0,11.2,66563.0
A10000_01995,clean,13.9,8.8,1051.0,4.7,54946.0
A10000_01996,clean,3.7,3.2,871.0,45.9,50518.0
A10000_01997,clean,11.1,3.1,1017.0,9.5,80426.0
A10000_01998,clean,10.8,5.5,708.0,7.4,54625.0
A10000_01999,clean,13.6,11.7,350.0,33.0,38350.0
A10000_02000,clean,7.3,8.7,1739.0,10.0,86875.0
A10000_02001,clean,35.7,23.9,754.0,17.4,26051.0
A10000_02002,clean,44.2,11.1,893.0,14.7,23050.0
A10000_02003,clean,10.0,3.3,821.0,9.3,61429.0
A10000_02004,clean,9.5,10.5,879.0,49.9,59394.0
A10000_02005,clean,5.7,4.0,1278.0,23.4,53542.0
A10000_02006,clean,20.6,25.7,873.0,31.3,48542.0
A10000_02007,clean,9.9,6.7,651.0,10.1,56204.0
A10000_02008,clean,0.8,3.5,1053.0,0.5,109006.0
A10000_02009,clean,5.5,8.4,1279.0,3.7,75716.0
A10000_02010,clean,14.5,9.3,905.0,1.5,59875.0
A10000_02011,clean,10.8,6.0,944.0,6.5,54063.0
A10000_02012,clean,22.1,17.8,800.0,2.9,38806.0
A10000_02013,clean,13.0,13.5,959.0,16.3,60380.0
A10000_02014,clean,4.6,4.4,985.0,6.4,79241.0
A10000_02015,clean,3.3,4.0,773.0,1.8,78988.0
A10000_02016,clean,14.9,7.2,821.0,11.3,44635.0
A10000_02017,clean,10.8,10.0,1142.0,11.9,53029.0
A10000_02018,clean,5.9,3.1,694.0,23.8,61558.0
A10000_02019,clean,6.9,3.1,850.0,11.7,57768.0
A10000_02020,clean,8.2,6.9,969.0,4.1,88361.0
A10000_02021,clean,19.9,9.2,1241.0,5.7,44730.0
A10000_02022,clean,9.6,4.8,891.0,14.3,58359.0
A10000_02023,clean,40.5,14.2,586.0,11.7,23556.0
A10000_02024,clean,16.2,10.8,580.0,16.2,38960.0
A10000_02025,clean,5.8,5.4,1133.0,8.8,68750.0
A10000_02026,clean,9.3,10.1,1567.0,32.1,64688.0
A10000_02027,clean,25.8,5.3,499.0,27.6,30817.0
A10000_02028,clean,14.6,5.6,810.0,8.5,44861.0
A10000_02029,clean,29.7,8.3,788.0,11.4,36775.0
A10000_02030,clean,35.4,15.4,912.0,49.9,29063.0
A10000_02031,clean,4.8,7.4,1957.0,1.7,99675.0
A10000_02032,clean,8.3,6.6,860.0,7.1,66667.0
A10000_02033,clean,50.1,23.5,643.0,12.8,21667.0
A10000_02034,clean,41.7,20.0,896.0,18.6,30023.0
A10000_02035,clean,6.1,3.6,517.0,2.7,76350.0
A10000_02036,clean,36.3,11.4,612.0,5.1,22044.0
A10000_02037,clean,9.3,12.7,861.0,4.8,61375.0
A10000_02038,clean,12.9,10.5,552.0,11.4,45250.0
A10000_02039,clean,7.3,7.7,1215.0,5.2,69792.0
A10000_02040,clean,18.5,12.4,695.0,3.6,41358.0
A10000_02041,clean,17.2,11.4,959.0,10.3,38750.0
A10000_02042,clean,18.2,12.6,895.0,15.6,37250.0
A10000_02043,clean,13.3,10.4,626.0,29.2,42450.0
A10000_02044,clean,29.6,9.2,821.0,25.8,32266.0
A10000_02045,clean,7.2,5.0,745.0,0.8,77188.0
A10000_02046,clean,8.1,8.9,1234.0,12.2,57083.0
A10000_02047,clean,10.7,6.0,769.0,29.1,53125.0
A10000_02048,clean,31.1,14.8,915.0,22.8,28833.0
A10000_02049,clean,14.8,5.7,863.0,10.1,67409.0
A10000_02050,clean,28.1,9.2,801.0,21.0,31040.0
A10000_02051,clean,14.7,11.7,914.0,11.9,42236.0
A10000_02052,clean,6.9,4.9,1029.0,7.2,87778.0
A10000_02053,clean,22.8,0.8,565.0,23.7,37188.0
A10000_02054,clean,27.4,7.5,611.0,11.4,36287.0
A10000_02055,clean,43.2,13.1,771.0,26.1,26479.0
A10000_02056,clean,32.2,13.7,805.0,15.1,28734.0
A10000_02057,clean,61.4,30.8,684.0,19.8,11806.0
A10000_02058,clean,2.0,4.9,1717.0,5.7,128198.0
A10000_02059,clean,12.8,7.3,680.0,28.4,46302.0
A10000_02060,clean,35.2,32.0,878.0,17.6,26549.0
A10000_02061,clean,23.2,20.4,641.0,5.1,33675.0
A10000_02062,clean,12.3,12.6,1063.0,10.2,48478.0
A10000_02063,clean,17.1,3.9,679.0,13.6,48033.0
A10000_02064,clean,5.1,8.7,1190.0,2.2,66694.0
A10000_02065,clean,23.0,7.5,669.0,11.7,38750.0
A10000_02066,clean,10.2,4.1,1063.0,0.0,53750.0
A10000_02067,clean,28.1,12.2,855.0,30.9,41862.0
A10000_02068,clean,14.3,5.1,1089.0,10.1,47917.0
A10000_02069,clean,43.4,10.0,613.0,12.5,25106.0
A10000_02070,clean,23.9,6.7,531.0,10.5,34228.0
A10000_02071,clean,3.7,2.4,840.0,69.4,101850.0
A10000_02072,clean,1.2,5.6,1531.0,0.0,114338.0
A10000_02073,clean,7.2,9.1,1545.0,2.7,60555.0
A10000_02074,clean,12.8,4.8,620.0,13.9,46979.0
A10000_02075,clean,7.5,9.5,1165.0,5.4,66525.0
A10000_02076,clean,16.6,9.7,878.0,11.1,44286.0
A10000_02077,clean,15.5,12.2,1271.0,11.0,50426.0
A10000_02078,clean,4.9,4.7,1905.0,2.0,102981.0
A10000_02079,clean,25.1,14.1,468.0,11.7,39201.0
A10000_02080,clean,27.2,25.2,1579.0,9.8,40673.0
A10000_02081,clean,9.6,6.8,825.0,11.5,58019.0
A10000_02082,clean,13.3,3.0,1679.0,16.6,60273.0
A10000_02083,clean,16.7,15.4,908.0,13.0,53579.0
A10000_02084,clean,0.9,5.1,1694.0,1.3,170417.0
A10000_02085,clean,22.2,18.4,1022.0,16.1,33750.0
A10000_02086,clean,1.5,5.6,1292.0,0.0,96125.0
A10000_02087,clean,27.0,10.6,1527.0,0.0,61400.0
A10000_02088,clean,4.9,6.0,924.0,2.7,64842.0
A10000_02089,clean,10.8,7.2,1087.0,8.1,50779.0
A10000_02090,clean,16.8,15.8,823.0,18.9,40353.0
A10000_02091,clean,11.2,6.9,752.0,8.7,65926.0
A10000_02092,clean,21.0,16.1,669.0,27.9,39103.0
A10000_02093,clean,7.0,10.2,1255.0,9.1,64811.0
A10000_02094,clean,4.8,5.2,1322.0,3.6,68964.0
A10000_02095,clean,1.7,3.3,1666.0,5.3,122756.0
A10000_02096,clean,5.7,7.8,2001.0,5.2,74408.0
A10000_02097,clean,33.5,15.9,980.0,6.6,37182.0
A10000_02098,clean,5.4,6.8,2001.0,3.1,129917.0
A10000_02099,clean,22.0,7.2,785.0,22.4,43917.0
A10000_02100,clean,16.5,5.9,625.0,9.7,37083.0
A10000_02101,clean,12.2,12.5,922.0,40.0,48949.0
A10000_02102,clean,16.2,10.6,677.0,17.1,43347.0
A10000_02103,clean,21.0,9.1,849.0,11.4,33762.0
A10000_02104,clean,5.4,4.0,1038.0,5.4,61367.0
A10000_02105,clean,7.8,3.6,1783.0,0.0,104211.0
A10000_02106,clean,13.0,6.3,1209.0,3.8,74694.0
A10000_02107,clean,16.2,4.0,615.0,20.8,43409.0
A10000_02108,clean,30.3,30.9,719.0,39.1,22837.0
A10000_02109,clean,0.3,6.5,1929.0,13.2,118571.0
A10000_02110,clean,31.6,12.8,787.0,50.2,33510.0
A10000_02111,clean,15.8,6.2,804.0,32.1,39483.0
A10000_02112,clean,22.7,16.6,775.0,32.9,25990.0
A10000_02113,clean,25.8,15.6,1220.0,16.8,38137.0
A10000_02114,clean,7.0,11.8,1625.0,5.8,60552.0
A10000_02115,clean,36.3,23.6,731.0,18.8,25223.0
A10000_02116,clean,14.3,8.0,1309.0,16.6,56477.0
A10000_02117,clean,4.6,6.9,1268.0,2.9,74491.0
A10000_02118,clean,23.3,4.6,646.0,19.8,42083.0
A10000_02119,clean,6.2,5.5,809.0,3.3,58547.0
A10000_02120,clean,22.0,11.0,639.0,8.1,35385.0
A10000_02121,clean,8.7,9.4,1109.0,3.5,91481.0
A10000_02122,clean,27.9,7.9,1224.0,5.8,61455.0
A10000_02123,clean,12.8,8.3,965.0,2.4,70862.0
A10000_02124,clean,16.5,6.8,1261.0,7.8,73164.0
A10000_02125,clean,3.3,8.0,1397.0,3.5,100357.0
A10000_02126,clean,19.5,15.3,746.0,4.8,44288.0
A10000_02127,clean,4.5,8.8,908.0,8.0,93333.0
A10000_02128,clean,2.2,5.2,1267.0,3.5,120833.0
A10000_02129,clean,46.3,21.4,717.0,36.5,24650.0
A10000_02130,clean,10.1,5.8,972.0,17.5,52672.0
A10000_02131,clean,4.4,3.9,803.0,10.1,72886.0
A10000_02132,clean,6.2,3.5,1690.0,6.0,66900.0
A10000_02133,clean,25.1,16.4,760.0,12.6,30545.0
A10000_02134,clean,13.0,5.6,836.0,13.0,51500.0
A10000_02135,clean,27.8,30.9,1034.0,26.9,36250.0
A10000_02136,clean,30.0,9.8,860.0,13.2,39139.0
A10000_02137,clean,10.3,12.5,1350.0,10.4,63881.0
A10000_02138,clean,14.9,6.6,744.0,15.0,52778.0
A10000_02139,clean,46.1,22.8,751.0,20.2,26163.0
A10000_02140,clean,12.6,4.7,701.0,5.5,58438.0
A10000_02141,clean,19.0,4.2,951.0,7.9,65882.0
A10000_02142,clean,11.6,14.9,852.0,5.6,61513.0
A10000_02143,clean,15.1,13.4,1248.0,6.6,44102.0
A10000_02144,clean,6.9,5.7,1703.0,0.0,63722.0
A10000_02145,clean,39.3,9.9,1515.0,15.8,29821.0
A10000_02146,clean,6.0,11.3,857.0,0.5,52957.0
A10000_02147,clean,16.2,8.5,1377.0,8.5,57281.0
A10000_02148,clean,11.3,7.3,1834.0,2.9,90598.0
A10000_02149,clean,16.7,17.0,1032.0,11.8,40738.0
A10000_02150,clean,37.9,13.9,770.0,10.2,28194.0
A10000_02151,clean,44.8,35.0,781.0,54.9,26221.0
A10000_02152,clean,18.8,19.0,868.0,7.1,39219.0
A10000_02153,clean,4.8,6.9,1257.0,8.1,72375.0
A10000_02154,clean,2.2,4.1,1803.0,1.9,115478.0
A10000_02155,clean,31.3,14.2,607.0,13.6,29612.0
A10000_02156,clean,31.1,11.4,635.0,6.4,33668.0
A10000_02157,clean,4.4,6.1,1328.0,1.6,81583.0
A10000_02158,clean,11.6,5.0,1527.0,18.5,61793.0
A10000_02159,clean,26.4,11.7,462.0,3.9,23777.0
A10000_02160,clean,53.4,43.9,826.0,21.4,15813.0
A10000_02161,clean,19.9,13.8,1606.0,5.2,61296.0
A10000_02162,clean,7.5,3.1,1174.0,10.6,82132.0
A10000_02163,clean,19.7,5.2,774.0,11.9,41478.0
A10000_02164,clean,9.0,7.1,1194.0,6.4,64129.0
A10000_02165,clean,6.2,5.8,1125.0,5.4,83497.0
A10000_02166,clean,45.5,17.5,469.0,32.8,21250.0
A10000_02167,clean,5.6,4.6,1390.0,15.9,87070.0
A10000_02168,clean,27.5,14.7,921.0,10.9,39590.0
A10000_02169,clean,24.5,5.9,1069.0,7.9,33771.0
A10000_02170,clean,3.0,5.0,1362.0,4.8,218375.0
A10000_02171,clean,7.1,3.9,1047.0,11.7,85208.0
A10000_02172,clean,4.8,3.4,886.0,10.5,57094.0
A10000_02173,clean,41.7,11.9,740.0,8.1,32356.0
A10000_02174,clean,17.4,13.1,913.0,8.3,42565.0
A10000_02175,clean,18.8,8.4,593.0,10.3,43125.0
A10000_02176,clean,16.7,16.9,768.0,8.0,38077.0
A10000_02177,clean,7.6,2.7,558.0,4.4,56897.0
A10000_02178,clean,4.2,9.5,1502.0,5.4,131453.0
A10000_02179,clean,16.1,10.0,1044.0,8.5,79803.0
A10000_02180,clean,3.3,5.4,1234.0,2.0,131806.0
A10000_02181,clean,13.9,12.0,1204.0,79.5,47083.0
A10000_02182,clean,11.9,5.6,1239.0,6.4,59760.0
A10000_02183,clean,28.6,5.4,413.0,15.3,38607.0
A10000_02184,clean,6.2,4.3,1164.0,8.5,78582.0
A10000_02185,clean,7.3,11.5,1265.0,7.9,60257.0
A10000_02186,clean,35.9,18.3,558.0,12.5,26077.0
A10000_02187,clean,10.5,7.0,902.0,7.2,54629.0
A10000_02188,clean,5.2,6.3,1425.0,5.8,100125.0
A10000_02189,clean,32.2,14.4,729.0,25.8,32306.0
A10000_02190,clean,3.1,7.4,814.0,4.6,67094.0
A10000_02191,clean,20.9,12.6,588.0,30.8,39178.0
A10000_02192,clean,6.3,6.5,830.0,19.7,57372.0
A10000_02193,clean,10.4,2.9,909.0,8.9,57375.0
A10000_02194,clean,3.0,6.0,2001.0,7.2,122029.0
A10000_02195,clean,2.6,4.2,985.0,0.6,106316.0
A10000_02196,clean,38.2,14.4,567.0,20.2,28547.0
A10000_02197,clean,6.3,4.2,1044.0,43.2,54343.0
A10000_02198,clean,41.3,18.1,926.0,34.0,25714.0
A10000_02199,clean,20.6,16.9,1019.0,10.7,36397.0
A10000_02200,clean,39.1,31.2,757.0,19.8,21781.0
A10000_02201,clean,11.4,7.1,1612.0,5.3,76800.0
A10000_02202,clean,29.5,20.2,1174.0,8.7,30428.0
A10000_02203,clean,29.5,16.1,582.0,15.3,29325.0
A10000_02204,clean,4.8,4.6,1742.0,2.7,118047.0
A10000_02205,clean,8.5,3.7,707.0,7.1,49760.0
A10000_02206,clean,9.7,7.4,972.0,11.3,82212.0
A10000_02207,clean,6.0,7.1,786.0,2.1,80357.0
A10000_02208,clean,26.1,7.5,1092.0,5.1,42611.0
A10000_02209,clean,25.9,18.9,1195.0,14.0,47820.0
A10000_02210,clean,5.6,5.8,906.0,9.3,62150.0
A10000_02211,clean,8.8,7.3,1151.0,29.0,54133.0
A10000_02212,clean,12.7,6.9,1496.0,7.5,69625.0
A10000_02213,clean,11.2,7.3,1258.0,4.3,74338.0
A10000_02214,clean,13.9,5.7,658.0,32.1,32447.0
A10000_02215,clean,4.6,11.3,765.0,5.0,56071.0
A10000_02216,clean,4.2,6.1,1415.0,11.9,89070.0
A10000_02217,clean,7.5,4.4,1302.0,4.7,99593.0
A10000_02218,clean,9.2,9.0,822.0,19.9,48833.0
A10000_02219,clean,21.7,15.2,710.0,13.6,36528.0
A10000_02220,clean,5.1,5.0,2001.0,5.5,157250.0
A10000_02221,clean,9.9,9.1,1443.0,7.9,71674.0
A10000_02222,clean,15.0,21.2,893.0,20.8,63179.0
A10000_02223,clean,32.4,16.2,598.0,25.3,33611.0
A10000_02224,clean,19.6,8.1,872.0,12.3,41927.0
A10000_02225,clean,26.1,12.9,1282.0,8.8,42452.0
A10000_02226,clean,20.2,11.5,464.0,15.0,47806.0
A10000_02227,clean,32.4,13.5,906.0,9.6,24366.0
A10000_02228,clean,50.4,16.2,519.0,5.3,22560.0
A10000_02229,clean,16.7,8.0,598.0,8.9,41216.0
A10000_02230,clean,16.7,20.9,969.0,15.7,50106.0
A10000_02231,clean,10.2,3.1,644.0,6.5,43413.0
A10000_02232,clean,43.4,29.0,644.0,8.6,24087.0
A10000_02233,clean,16.4,3.8,1075.0,11.3,68180.0
A10000_02234,clean,15.7,13.8,1163.0,11.4,57972.0
A10000_02235,clean,25.0,16.4,888.0,21.9,34984.0
A10000_02236,clean,5.1,3.4,1074.0,3.5,87330.0
A10000_02237,clean,32.5,12.6,1182.0,10.4,42893.0
A10000_02238,clean,17.7,12.9,831.0,9.3,34806.0
A10000_02239,clean,9.7,6.2,972.0,2.1,57096.0
A10000_02240,clean,24.6,19.1,524.0,22.6,32101.0
A10000_02241,clean,19.0,4.6,729.0,14.7,39157.0
A10000_02242,clean,10.0,4.6,1057.0,7.5,79070.0
A10000_02243,clean,19.6,11.2,938.0,2.4,47500.0
A10000_02244,clean,12.6,6.1,624.0,15.4,42219.0
A10000_02245,clean,11.0,6.8,1389.0,43.1,55404.0
A10000_02246,clean,6.2,3.5,891.0,7.8,67167.0
A10000_02247,clean,31.4,8.0,1552.0,7.1,60103.0
A10000_02248,clean,54.2,24.1,532.0,38.9,18180.0
A10000_02249,clean,8.4,5.8,1130.0,4.7,71094.0
A10000_02250,clean,12.0,12.3,963.0,21.5,54575.0
A10000_02251,clean,27.0,16.0,892.0,3.0,50063.0
A10000_02252,clean,4.5,7.0,1356.0,14.0,77172.0
A10000_02253,clean,19.9,15.3,1034.0,3.9,41808.0
A10000_02254,clean,9.3,6.3,874.0,13.8,56784.0
A10000_02255,clean,41.2,22.0,733.0,0.8,24762.0
A10000_02256,clean,6.4,10.9,968.0,6.2,67543.0
A10000_02257,clean,35.6,21.3,874.0,10.4,37109.0
A10000_02258,clean,32.6,17.3,1051.0,4.5,29157.0
A10000_02259,clean,19.4,10.5,751.0,17.5,38571.0
A10000_02260,clean,11.7,6.7,716.0,8.3,50648.0
A10000_02261,clean,31.1,9.0,827.0,6.1,33673.0
A10000_02262,clean,5.8,11.0,1188.0,7.2,71279.0
A10000_02263,clean,8.1,3.4,1391.0,9.7,69375.0
A10000_02264,clean,23.5,17.2,966.0,0.6,33226.0
A10000_02265,clean,19.4,11.8,870.0,14.0,41936.0
A10000_02266,clean,34.1,14.0,626.0,18.1,24441.0
A10000_02267,clean,56.3,28.7,756.0,6.3,19545.0
A10000_02268,clean,6.3,6.9,860.0,8.7,62750.0
A10000_02269,clean,4.5,7.4,1197.0,7.4,54450.0
A10000_02270,clean,8.7,3.5,1007.0,4.7,75387.0
A10000_02271,clean,60.6,6.5,900.0,19.3,15554.0
A10000_02272,clean,22.6,24.0,1187.0,24.7,40093.0
A10000_02273,clean,7.9,6.0,961.0,4.8,68875.0
A10000_02274,clean,24.3,3.8,958.0,8.7,48382.0
A10000_02275,clean,5.7,6.4,753.0,5.0,63603.0
A10000_02276,clean,49.8,9.3,778.0,17.1,22222.0
A10000_02277,clean,35.7,8.6,478.0,22.4,24788.0
A10000_02278,clean,39.0,36.5,698.0,18.7,23500.0
A10000_02279,clean,9.6,6.4,734.0,6.5,57344.0
A10000_02280,clean,7.3,9.3,1412.0,8.9,68611.0
A10000_02281,clean,16.7,6.7,561.0,12.9,36205.0
A10000_02282,clean,18.8,17.0,1041.0,8.4,46836.0
A10000_02283,clean,8.9,10.7,993.0,5.2,59900.0
A10000_02284,clean,16.7,4.6,679.0,8.8,43050.0
A10000_02285,clean,12.8,9.9,1538.0,5.1,86917.0
A10000_02286,clean,30.6,9.1,762.0,10.4,34116.0
A10000_02287,clean,49.3,9.7,834.0,15.4,26587.0
A10000_02288,clean,6.3,5.0,642.0,0.6,55967.0
A10000_02289,clean,3.0,4.0,879.0,5.0,179283.0
A10000_02290,clean,20.8,11.7,941.0,4.8,42224.0
A10000_02291,clean,35.0,14.0,571.0,23.3,30343.0
A10000_02292,clean,6.0,4.6,1250.0,1.6,79574.0
A10000_02293,clean,22.1,12.0,1370.0,6.0,51077.0
A10000_02294,clean,13.3,6.1,815.0,18.3,55662.0
A10000_02295,clean,8.4,15.9,918.0,4.6,64943.0
A10000_02296,clean,3.8,4.3,827.0,4.7,75327.0
A10000_02297,clean,27.2,13.4,827.0,1.7,36667.0
A10000_02298,clean,23.2,10.6,1174.0,10.9,53545.0
A10000_02299,clean,21.8,10.6,505.0,22.0,35500.0
A10000_02300,clean,6.3,11.2,1239.0,9.8,99375.0
A10000_02301,clean,8.0,11.2,1059.0,16.7,56912.0
A10000_02302,clean,26.6,22.8,678.0,23.2,35647.0
A10000_02303,clean,3.3,2.9,1513.0,3.3,112750.0
A10000_02304,clean,18.2,5.8,671.0,15.5,39375.0
A10000_02305,clean,8.6,7.5,760.0,6.7,51071.0
A10000_02306,clean,36.4,28.7,895.0,22.4,23843.0
A10000_02307,clean,11.7,4.3,972.0,3.1,86125.0
A10000_02308,clean,10.2,12.9,1100.0,35.8,57333.0
A10000_02309,clean,17.1,13.3,605.0,18.0,44474.0
A10000_02310,clean,39.8,6.9,999.0,6.2,26392.0
A10000_02311,clean,9.5,4.6,611.0,6.5,57674.0
A10000_02312,clean,4.6,3.2,855.0,3.7,72875.0
A10000_02313,clean,21.2,12.6,634.0,15.9,34781.0
A10000_02314,clean,18.8,11.6,933.0,3.9,50982.0
A10000_02315,clean,14.1,6.8,1447.0,5.0,56366.0
A10000_02316,clean,12.3,9.9,620.0,13.0,42075.0
A10000_02317,clean,5.1,5.4,1355.0,1.5,78325.0
A10000_02318,clean,25.3,11.4,925.0,1.8,43874.0
A10000_02319,clean,43.1,22.9,832.0,18.1,27883.0
A10000_02320,clean,19.1,14.1,1362.0,6.0,59375.0
A10000_02321,clean,29.0,14.8,1165.0,5.1,51827.0
A10000_02322,clean,20.7,9.3,996.0,13.5,36818.0
A10000_02323,clean,39.3,11.4,1321.0,4.9,33333.0
A10000_02324,clean,8.2,6.1,773.0,6.1,49250.0
A10000_02325,clean,26.6,4.8,876.0,25.3,42440.0
A10000_02326,clean,10.6,9.5,1129.0,50.4,54906.0
A10000_02327,clean,2.6,2.9,952.0,7.6,85000.0
A10000_02328,clean,24.1,8.8,738.0,14.9,44429.0
A10000_02329,clean,9.3,7.1,1792.0,3.6,122938.0
A10000_02330,clean,34.8,14.8,681.0,32.1,26138.0
A10000_02331,clean,9.9,9.0,1058.0,1.0,60825.0
A10000_02332,clean,37.6,8.7,415.0,5.6,28716.0
A10000_02333,clean,20.1,18.7,1114.0,17.2,35689.0
A10000_02334,clean,29.4,11.0,765.0,11.6,34459.0
A10000_02335,clean,26.6,16.1,1439.0,11.0,46992.0
A10000_02336,clean,46.8,11.7,565.0,20.6,18910.0
A10000_02337,clean,20.9,9.3,854.0,5.6,48844.0
A10000_02338,clean,17.9,12.5,560.0,13.1,42647.0
A10000_02339,clean,13.3,8.2,1117.0,4.8,44363.0
A10000_02340,clean,5.3,1.2,1784.0,8.4,86743.0
A10000_02341,clean,17.8,11.7,1130.0,7.1,40378.0
A10000_02342,clean,10.8,6.0,772.0,16.4,64850.0
