participant_id,true_tract_geoid,scenario
A10000_02320,36047100800,clean
A10000_02321,06037222001,clean
A10000_02322,42101026500,clean
A10000_02323,06037104703,clean
A10000_02324,39113100202,clean
A10000_02325,04013092705,clean
A10000_02326,23031023500,clean
A10000_02327,13215001100,clean
A10000_02328,20059954200,clean
A10000_02329,06037460000,clean
A10000_02330,48201532001,clean
A10000_02331,31055007462,clean
A10000_02332,18003010604,clean
A10000_02333,12097041100,clean
A10000_02334,01069040700,clean
A10000_02335,36081030902,clean
A10000_02336,48303000607,clean
A10000_02337,21113060102,clean
A10000_02338,45023020602,clean
A10000_02339,24510272005,clean
A10000_02340,51810046225,clean
A10000_02341,36047078600,clean
A10000_02342,17163504302,clean
A10000_02343,42049011101,clean
A10000_02344,31101000300,clean
A10000_02345,45015020903,clean
A10000_02346,12086008405,clean
A10000_02347,39071954800,clean
A10000_02348,39135470102,clean
A10000_02349,42011001900,clean
A10000_02350,53033024701,clean
A10000_02351,12121970400,clean
A10000_02352,13189950500,clean
A10000_02353,48201534203,clean
A10000_02354,18113972300,clean
A10000_02355,45083022201,clean
A10000_02356,33001965600,clean
A10000_02357,29189222000,clean
A10000_02358,45071950602,clean
A10000_02359,04013104301,clean
A10000_02360,34033020900,clean
A10000_02361,24017851302,clean
A10000_02362,53011040408,clean
A10000_02363,48121020110,clean
A10000_02364,42021000700,clean
A10000_02365,42133022800,clean
A10000_02366,06037208710,clean
A10000_02367,13185011402,clean
A10000_02368,06093000701,clean
A10000_02369,13313001300,clean
A10000_02370,39049007534,clean
A10000_02371,48279950500,clean
A10000_02372,06067000300,clean
A10000_02373,13063040409,clean
A10000_02374,26081000400,clean
A10000_02375,34025809704,clean
A10000_02376,13117130504,clean
A10000_02377,37125950802,clean
A10000_02378,39041011762,clean
A10000_02379,37183052705,clean
A10000_02380,04005001102,clean
A10000_02381,39023000700,clean
A10000_02382,55093960500,clean
A10000_02383,12057013409,clean
A10000_02384,37119004400,clean
A10000_02385,47011011201,clean
A10000_02386,12031016500,clean
A10000_02387,19113000901,clean
A10000_02388,34013006200,clean
A10000_02389,36081012500,clean
A10000_02390,45019001500,clean
A10000_02391,06029002821,clean
A10000_02392,36027020003,clean
A10000_02393,13067030228,clean
A10000_02394,53053073116,clean
A10000_02395,36047043700,clean
A10000_02396,18089042602,clean
A10000_02397,36055000700,clean
A10000_02398,40013796100,clean
A10000_02399,36103135303,clean
A10000_02400,29113810304,clean
A10000_02401,48157671602,clean
A10000_02402,36119005001,clean
A10000_02403,06071004505,clean
A10000_02404,17111870808,clean
A10000_02405,42003080900,clean
A10000_02406,06037402002,clean
A10000_02407,53033031604,clean
A10000_02408,17197880114,clean
A10000_02409,08113968101,clean
A10000_02410,18097390500,clean
A10000_02411,53067010910,clean
A10000_02412,18025951900,clean
A10000_02413,06071010017,clean
A10000_02414,42003512800,clean
A10000_02415,27163070206,clean
A10000_02416,31067964900,clean
A10000_02417,06013304003,clean
A10000_02418,48483950300,clean
A10000_02419,13255160500,clean
A10000_02420,06085512020,clean
A10000_02421,30031000400,clean
A10000_02422,40091779900,clean
A10000_02423,13089020300,clean
A10000_02424,20177003400,clean
A10000_02425,10005050601,clean
A10000_02426,29047020400,clean
A10000_02427,48201454301,clean
A10000_02428,48113016509,clean
A10000_02429,45045001502,clean
A10000_02430,48113016804,clean
A10000_02431,09001060600,clean
A10000_02432,09011708100,clean
A10000_02433,40145030300,clean
A10000_02434,37067003806,clean
A10000_02435,06001441100,clean
A10000_02436,36047083200,clean
A10000_02437,06073020705,clean
A10000_02438,06013352201,clean
A10000_02439,34027046103,clean
A10000_02440,31145963100,clean
A10000_02441,18057110508,clean
A10000_02442,28013950400,clean
A10000_02443,36079011300,clean
A10000_02444,51035080500,clean
A10000_02445,34039031200,clean
A10000_02446,34031124700,clean
A10000_02447,17043846307,clean
A10000_02448,06037405302,clean
A10000_02449,55131440200,clean
A10000_02450,17031820201,clean
A10000_02451,26017280600,clean
A10000_02452,29183310202,clean
A10000_02453,41051001802,clean
A10000_02454,36017970601,clean
A10000_02455,48363000400,clean
A10000_02456,27053026708,clean
A10000_02457,41067031613,clean
A10000_02458,37101041300,clean
A10000_02459,28033070721,clean
A10000_02460,32003004713,clean
A10000_02461,06071006100,clean
A10000_02462,06073002803,clean
A10000_02463,17043844601,clean
A10000_02464,12057012504,clean
A10000_02465,09003476100,clean
A10000_02466,39085201600,clean
A10000_02467,17031170100,clean
A10000_02468,31109003708,clean
A10000_02469,06037701201,clean
A10000_02470,21009950100,clean
A10000_02471,53033023900,clean
A10000_02472,08041000202,clean
A10000_02473,42101013601,clean
A10000_02474,51073100301,clean
A10000_02475,45035010817,clean
A10000_02476,51047930101,clean
A10000_02477,04019004508,clean
A10000_02478,48333950100,clean
A10000_02479,06037901007,clean
A10000_02480,36065020900,clean
A10000_02481,34025811501,clean
A10000_02482,36103158803,clean
A10000_02483,04013040529,clean
A10000_02484,32003002000,clean
A10000_02485,29015460800,clean
A10000_02486,48041000700,clean
A10000_02487,54011001100,clean
A10000_02488,18035001600,clean
A10000_02489,34039030701,clean
A10000_02490,05031000601,clean
A10000_02491,09001110600,clean
A10000_02492,13135050428,clean
A10000_02493,36061029900,clean
A10000_02494,09003496100,clean
A10000_02495,24510030200,clean
A10000_02496,40145030512,clean
A10000_02497,01003010100,clean
A10000_02498,18095001700,clean
A10000_02499,39035115900,clean
A10000_02500,08001009204,clean
A10000_02501,06085503306,clean
A10000_02502,39153505300,clean
A10000_02503,53053071805,clean
A10000_02504,32003002996,clean
A10000_02505,06073016503,clean
A10000_02506,37109070902,clean
A10000_02507,06073018603,clean
A10000_02508,42003416000,clean
A10000_02509,26099230400,clean
A10000_02510,22109001201,clean
A10000_02511,51013101403,clean
A10000_02512,42027011400,clean
A10000_02513,48409010601,clean
A10000_02514,27053026205,clean
A10000_02515,39095009102,clean
A10000_02516,42003469000,clean
A10000_02517,41071030701,clean
A10000_02518,19157370500,clean
A10000_02519,08013012201,clean
A10000_02520,36061013000,clean
A10000_02521,36051031200,clean
A10000_02522,47157000100,clean
A10000_02523,48201311600,clean
A10000_02524,36061004500,clean
A10000_02525,12105011833,clean
A10000_02526,12073002701,clean
A10000_02527,34039036100,clean
A10000_02528,06067008910,clean
A10000_02529,17167003202,clean
A10000_02530,26161402600,clean
A10000_02531,37067000801,clean
A10000_02532,08001009604,clean
A10000_02533,47103975400,clean
A10000_02534,22071009000,clean
A10000_02535,49049003300,clean
A10000_02536,06071000118,clean
A10000_02537,36081006100,clean
A10000_02538,18097340202,clean
A10000_02539,37073970200,clean
A10000_02540,37067000100,clean
A10000_02541,21117065200,clean
A10000_02542,12011110302,clean
A10000_02543,33009961500,clean
A10000_02544,36029016700,clean
A10000_02545,51161031000,clean
A10000_02546,12086010016,clean
A10000_02547,17097861009,clean
A10000_02548,42079200700,clean
A10000_02549,44001030400,clean
A10000_02550,36119013104,clean
A10000_02551,12011030203,clean
A10000_02552,48469000700,clean
A10000_02553,12031011400,clean
A10000_02554,23011018000,clean
A10000_02555,48401951200,clean
A10000_02556,04027010913,clean
A10000_02557,29135385400,clean
A10000_02558,37179021014,clean
A10000_02559,48453001308,clean
A10000_02560,36065023000,clean
A10000_02561,36081064600,clean
A10000_02562,53033007900,clean
A10000_02563,06001407000,clean
A10000_02564,12071000402,clean
A10000_02565,06037195202,clean
A10000_02566,24021751901,clean
A10000_02567,21037050600,clean
A10000_02568,24009861004,clean
A10000_02569,42017105600,clean
A10000_02570,06065042520,clean
A10000_02571,13089021906,clean
A10000_02572,09003500900,clean
A10000_02573,36047152200,clean
A10000_02574,51107611102,clean
A10000_02575,36029009402,clean
A10000_02576,35061970901,clean
A10000_02577,01073011108,clean
A10000_02578,17057953800,clean
A10000_02579,48473680100,clean
A10000_02580,48029130900,clean
A10000_02581,41007950200,clean
A10000_02582,06073017108,clean
A10000_02583,13189950200,clean
A10000_02584,41051003802,clean
A10000_02585,15003007100,clean
A10000_02586,55115100500,clean
A10000_02587,06067003204,clean
A10000_02588,13199970600,clean
A10000_02589,18105001303,clean
A10000_02590,19179960900,clean
A10000_02591,18181958800,clean
A10000_02592,48491021505,clean
A10000_02593,12085000603,clean
A10000_02594,06065040605,clean
A10000_02595,55133203101,clean
A10000_02596,32003005833,clean
A10000_02597,37079950101,clean
A10000_02598,12057011712,clean
A10000_02599,18167001700,clean
A10000_02600,19047070500,clean
A10000_02601,53077000500,clean
A10000_02602,25017354600,clean
A10000_02603,32003001501,clean
A10000_02604,29091090200,clean
A10000_02605,25027703200,clean
A10000_02606,06037554105,clean
A10000_02607,48453000901,clean
A10000_02608,39151711111,clean
A10000_02609,28079040700,clean
A10000_02610,34013007400,clean
A10000_02611,48361021200,clean
A10000_02612,12099004101,clean
A10000_02613,13019970200,clean
A10000_02614,42091208903,clean
A10000_02615,34033020300,clean
A10000_02616,47113000300,clean
A10000_02617,22069000500,clean
A10000_02618,51085321100,clean
A10000_02619,13021013409,clean
A10000_02620,37183052503,clean
A10000_02621,22061960800,clean
A10000_02622,06037570203,clean
A10000_02623,06111004711,clean
A10000_02624,36047053200,clean
A10000_02625,06037127103,clean
A10000_02626,55067960600,clean
A10000_02627,18109510800,clean
A10000_02628,02020001731,clean
A10000_02629,24510271400,clean
A10000_02630,47157011500,clean
A10000_02631,39095002000,clean
A10000_02632,13063040608,clean
A10000_02633,26099250900,clean
A10000_02634,37015960200,clean
A10000_02635,12099005808,clean
A10000_02636,06065040404,clean
A10000_02637,04021000400,clean
A10000_02638,04015953402,clean
A10000_02639,06075030800,clean
A10000_02640,29095007400,clean
A10000_02641,37085070402,clean
A10000_02642,06013313203,clean
A10000_02643,36055009400,clean
A10000_02644,26155031600,clean
A10000_02645,48201552500,clean
A10000_02646,42045407404,clean
A10000_02647,48491020114,clean
A10000_02648,18091042300,clean
A10000_02649,05071952000,clean
A10000_02650,20139010500,clean
A10000_02651,06037231800,clean
A10000_02652,48113014701,clean
A10000_02653,55079170600,clean
A10000_02654,55027961700,clean
A10000_02655,55043960200,clean
A10000_02656,48315950100,clean
A10000_02657,04019004321,clean
A10000_02658,48451000802,clean
A10000_02659,39035189111,clean
A10000_02660,41057960200,clean
A10000_02661,04013116710,clean
A10000_02662,20177001300,clean
A10000_02663,37051003307,clean
A10000_02664,36071013800,clean
A10000_02665,01127020900,clean
A10000_02666,40023967200,clean
A10000_02667,13299950700,clean
A10000_02668,18107957000,clean
A10000_02669,12095017013,clean
A10000_02670,01045020400,clean
A10000_02671,18017950900,clean
A10000_02672,48201540200,clean
A10000_02673,27039950400,clean
A10000_02674,39049009386,clean
A10000_02675,48479000109,clean
A10000_02676,25023545100,clean
A10000_02677,18095010100,clean
A10000_02678,04017964900,clean
A10000_02679,05123960100,clean
A10000_02680,06037131701,clean
A10000_02681,47037012702,clean
A10000_02682,48201321402,clean
A10000_02683,36047043500,clean
A10000_02684,48085030408,clean
A10000_02685,39173020100,clean
A10000_02686,42077002000,clean
A10000_02687,45051060406,clean
A10000_02688,04019004026,clean
A10000_02689,40023966900,clean
A10000_02690,34003033200,clean
A10000_02691,12103024904,clean
A10000_02692,13139000500,clean
A10000_02693,51107611206,clean
A10000_02694,13089021306,clean
A10000_02695,18097357900,clean
A10000_02696,18169102600,clean
A10000_02697,39035140301,clean
A10000_02698,42089300307,clean
A10000_02699,12099005203,clean
A10000_02700,48439113624,clean
A10000_02701,37081015901,clean
A10000_02702,48201431101,clean
A10000_02703,35025000704,clean
A10000_02704,12086001502,clean
A10000_02705,24510150800,clean
A10000_02706,27093560600,clean
A10000_02707,28141950100,clean
A10000_02708,39035119900,clean
A10000_02709,45031011300,clean
A10000_02710,36005011700,clean
A10000_02711,39061005701,clean
A10000_02712,53063011701,clean
A10000_02713,42011011904,clean
A10000_02714,53037975100,clean
A10000_02715,27003051103,clean
A10000_02716,49045131100,clean
A10000_02717,06037407302,clean
A10000_02718,23011014500,clean
A10000_02719,37011930301,clean
A10000_02720,47037014800,clean
A10000_02721,36047051900,clean
A10000_02722,42043021200,clean
A10000_02723,06037231220,clean
A10000_02724,17031081201,clean
A10000_02725,06065042737,clean
A10000_02726,34037372100,clean
A10000_02727,42003431500,clean
A10000_02728,20045000400,clean
A10000_02729,42049010700,clean
A10000_02730,16019970403,clean
A10000_02731,37063002007,clean
A10000_02732,29159480300,clean
A10000_02733,23005017102,clean
A10000_02734,45069960301,clean
A10000_02735,18075962900,clean
A10000_02736,48439113710,clean
A10000_02737,08013013306,clean
A10000_02738,26077000300,clean
A10000_02739,34005702206,clean
A10000_02740,06095250501,clean
A10000_02741,48113015600,clean
A10000_02742,51181860100,clean
A10000_02743,12021000600,clean
A10000_02744,38015010200,clean
A10000_02745,08059010205,clean
A10000_02746,48201552103,clean
A10000_02747,37181961000,clean
A10000_02748,06059052517,clean
A10000_02749,37119005843,clean
A10000_02750,08069002401,clean
A10000_02751,53053071808,clean
A10000_02752,12031013503,clean
A10000_02753,24510110200,clean
A10000_02754,36047006000,clean
A10000_02755,13097080604,clean
A10000_02756,37119005913,clean
A10000_02757,51089011000,clean
A10000_02758,06073016607,clean
A10000_02759,45035010815,clean
A10000_02760,06019005505,clean
A10000_02761,37157040502,clean
A10000_02762,25005650202,clean
A10000_02763,04027011108,clean
A10000_02764,55017010500,clean
A10000_02765,20177001900,clean
A10000_02766,27123030500,clean
A10000_02767,22069000700,clean
A10000_02768,06071008302,clean
A10000_02769,29095014905,clean
A10000_02770,12011070311,clean
A10000_02771,36063021400,clean
A10000_02772,39023002702,clean
A10000_02773,36081047500,clean
A10000_02774,47163040700,clean
A10000_02775,18035002401,clean
A10000_02776,27037061502,clean
A10000_02777,06037530601,clean
A10000_02778,39051040500,clean
A10000_02779,01077011801,clean
A10000_02780,24033807410,clean
A10000_02781,47037015624,clean
A10000_02782,24041960700,clean
A10000_02783,05119003303,clean
A10000_02784,48241950100,clean
A10000_02785,05141460100,clean
A10000_02786,13121007706,clean
A10000_02787,27053011703,clean
A10000_02788,55117011200,clean
A10000_02789,17043844801,clean
A10000_02790,05005950200,clean
A10000_02791,01069040202,clean
A10000_02792,40131050408,clean
A10000_02793,12057011521,clean
A10000_02794,05069002000,clean
A10000_02795,53053073108,clean
A10000_02796,25017351500,clean
A10000_02797,31053964300,clean
A10000_02798,51059490501,clean
A10000_02799,19107080300,clean
A10000_02800,18039002101,clean
A10000_02801,17031820501,clean
A10000_02802,36111951300,clean
A10000_02803,24027602202,clean
A10000_02804,37103920300,clean
A10000_02805,26139025100,clean
A10000_02806,33015106101,clean
A10000_02807,15003007811,clean
A10000_02808,05131010102,clean
A10000_02809,48085031652,clean
A10000_02810,27137015400,clean
A10000_02811,04013816400,clean
A10000_02812,17031801603,clean
A10000_02813,48439111013,clean
A10000_02814,13051003400,clean
A10000_02815,29095018600,clean
A10000_02816,10001041701,clean
A10000_02817,55079090700,clean
A10000_02818,55051180300,clean
A10000_02819,36071013900,clean
A10000_02820,55087012400,clean
A10000_02821,45045003904,clean
A10000_02822,36103158709,clean
A10000_02823,05019953601,clean
A10000_02824,08013013210,clean
A10000_02825,21089040201,clean
A10000_02826,48201312300,clean
A10000_02827,12105015702,clean
A10000_02828,22071013900,clean
A10000_02829,21067003201,clean
A10000_02830,09003460204,clean
A10000_02831,42101034900,clean
A10000_02832,12086008207,clean
A10000_02833,37119005837,clean
A10000_02834,06043000301,clean
A10000_02835,34023008605,clean
A10000_02836,06037535606,clean
A10000_02837,13245010709,clean
A10000_02838,42045403901,clean
A10000_02839,40143005100,clean
A10000_02840,32003005856,clean
A10000_02841,49011126500,clean
A10000_02842,53035091600,clean
A10000_02843,39149972100,clean
A10000_02844,48061013306,clean
A10000_02845,12099006906,clean
A10000_02846,06037120300,clean
A10000_02847,37119003012,clean
A10000_02848,27019090301,clean
A10000_02849,42101015102,clean
A10000_02850,36059413804,clean
A10000_02851,04013109802,clean
A10000_02852,35025000900,clean
A10000_02853,24003740305,clean
A10000_02854,34003019303,clean
A10000_02855,06071007603,clean
A10000_02856,17031839700,clean
A10000_02857,06029002812,clean
A10000_02858,37183052903,clean
A10000_02859,22071009700,clean
A10000_02860,27105105400,clean
A10000_02861,12117022105,clean
A10000_02862,39035140400,clean
A10000_02863,12103025207,clean
A10000_02864,18097357500,clean
A10000_02865,13277960600,clean
A10000_02866,36047048100,clean
A10000_02867,12053040909,clean
A10000_02868,26087340500,clean
A10000_02869,19195690100,clean
A10000_02870,53033011600,clean
A10000_02871,26145011702,clean
A10000_02872,04027000903,clean
A10000_02873,54051020601,clean
A10000_02874,18039000400,clean
A10000_02875,48005000302,clean
A10000_02876,36061030300,clean
A10000_02877,48113009804,clean
A10000_02878,34023003201,clean
A10000_02879,01073012402,clean
A10000_02880,48179950400,clean
A10000_02881,51085321402,clean
A10000_02882,48029110500,clean
A10000_02883,39053954000,clean
A10000_02884,53035091302,clean
A10000_02885,18135951700,clean
A10000_02886,48135000400,clean
A10000_02887,12031000600,clean
A10000_02888,36105950600,clean
A10000_02889,06037191820,clean
A10000_02890,06073020016,clean
A10000_02891,12103026813,clean
A10000_02892,27009020202,clean
A10000_02893,12127090804,clean
A10000_02894,13135050430,clean
A10000_02895,06095252103,clean
A10000_02896,36081003400,clean
A10000_02897,06073013701,clean
A10000_02898,06111002000,clean
A10000_02899,17043841114,clean
A10000_02900,36047024200,clean
A10000_02901,49043964307,clean
A10000_02902,06077003203,clean
A10000_02903,42101036301,clean
A10000_02904,06099003002,clean
A10000_02905,06099000102,clean
A10000_02906,18057111006,clean
A10000_02907,40027200500,clean
A10000_02908,25027748100,clean
A10000_02909,45055970904,clean
A10000_02910,32003002405,clean
A10000_02911,48139060702,clean
A10000_02912,12011060121,clean
A10000_02913,06037104610,clean
A10000_02914,40027200200,clean
A10000_02915,48257050206,clean
A10000_02916,27097780600,clean
A10000_02917,20045001002,clean
A10000_02918,09001043300,clean
A10000_02919,06009000121,clean
A10000_02920,34035051500,clean
A10000_02921,22089060100,clean
A10000_02922,17031020702,clean
A10000_02923,19113001300,clean
A10000_02924,42133010130,clean
A10000_02925,39035118800,clean
A10000_02926,21097950500,clean
A10000_02927,39073965100,clean
A10000_02928,34023002000,clean
A10000_02929,31121966800,clean
A10000_02930,37067003805,clean
A10000_02931,40017301410,clean
A10000_02932,36013035400,clean
A10000_02933,25011040400,clean
A10000_02934,17043840201,clean
A10000_02935,12086009313,clean
A10000_02936,48113018139,clean
A10000_02937,47031970200,clean
A10000_02938,06007002200,clean
A10000_02939,23011022000,clean
A10000_02940,48113000401,clean
A10000_02941,36103158609,clean
A10000_02942,39111966600,clean
A10000_02943,25017321500,clean
A10000_02944,39035123602,clean
A10000_02945,30063000201,clean
A10000_02946,28067950500,clean
A10000_02947,36015010500,clean
A10000_02948,19153011114,clean
A10000_02949,40143007415,clean
A10000_02950,37119005716,clean
A10000_02951,41019070000,clean
A10000_02952,17031805112,clean
A10000_02953,48039663100,clean
A10000_02954,32003005711,clean
A10000_02955,06037111400,clean
A10000_02956,17031824115,clean
A10000_02957,06037501001,clean
A10000_02958,48085030509,clean
A10000_02959,12011070403,clean
A10000_02960,34017001300,clean
A10000_02961,18177010300,clean
A10000_02962,48201240802,clean
A10000_02963,26161411200,clean
A10000_02964,08041005111,clean
A10000_02965,13233010200,clean
A10000_02966,34013009500,clean
A10000_02967,08035014139,clean
A10000_02968,21005950201,clean
A10000_02969,09001021801,clean
A10000_02970,48361022400,clean
A10000_02971,42049001300,clean
A10000_02972,17123961300,clean
A10000_02973,18093950600,clean
A10000_02974,04013106003,clean
A10000_02975,48245011002,clean
A10000_02976,20173005400,clean
A10000_02977,26065003901,clean
A10000_02978,29057480100,clean
A10000_02979,27053022400,clean
A10000_02980,51710005602,clean
A10000_02981,49049003104,clean
A10000_02982,21071920800,clean
A10000_02983,50023955200,clean
A10000_02984,24510200600,clean
A10000_02985,29510114300,clean
A10000_02986,10005051500,clean
A10000_02987,36005012500,clean
A10000_02988,17031830004,clean
A10000_02989,48145000500,clean
A10000_02990,06001981900,clean
A10000_02991,35001003707,clean
A10000_02992,39157020700,clean
A10000_02993,31089974300,clean
A10000_02994,53057940300,clean
A10000_02995,12095015501,clean
A10000_02996,37159050904,clean
A10000_02997,06095252802,clean
A10000_02998,06037219901,clean
A10000_02999,25017354800,clean
A10000_03000,13089022007,clean
A10000_03001,53037975402,clean
A10000_03002,47109930400,clean
A10000_03003,08035014603,clean
A10000_03004,12095012401,clean
A10000_03005,26147640100,clean
A10000_03006,12069030306,clean
A10000_03007,11001010700,clean
A10000_03008,01035960200,clean
A10000_03009,20021958400,clean
A10000_03010,22071008400,clean
A10000_03011,04019004333,clean
A10000_03012,04027000905,clean
A10000_03013,31109003605,clean
A10000_03014,16067970200,clean
A10000_03015,55055100300,clean
A10000_03016,05037950400,clean
A10000_03017,15003001700,clean
A10000_03018,28003950600,clean
A10000_03019,25025081800,clean
A10000_03020,09011870701,clean
A10000_03021,32003000526,clean
A10000_03022,08041007601,clean
A10000_03023,06013378000,clean
A10000_03024,29095005300,clean
A10000_03025,27037061107,clean
A10000_03026,06037910808,clean
A10000_03027,37097061002,clean
A10000_03028,53033032006,clean
A10000_03029,34037371100,clean
A10000_03030,05051010600,clean
A10000_03031,15007040205,clean
A10000_03032,55061960200,clean
A10000_03033,47157010620,clean
A10000_03034,39049007114,clean
A10000_03035,06069000200,clean
A10000_03036,09003410102,clean
A10000_03037,06037124105,clean
A10000_03038,40121485900,clean
A10000_03039,37051003204,clean
A10000_03040,47075930100,clean
A10000_03041,36081047000,clean
A10000_03042,06115040800,clean
A10000_03043,39113021700,clean
A10000_03044,17199020600,clean
A10000_03045,36081011500,clean
A10000_03046,11001007408,clean
A10000_03047,48141010335,clean
A10000_03048,06037113301,clean
A10000_03049,06037183222,clean
A10000_03050,36053031100,clean
A10000_03051,13051002200,clean
A10000_03052,05053470200,clean
A10000_03053,41003000900,clean
A10000_03054,36081121500,clean
A10000_03055,34029717300,clean
A10000_03056,21067003702,clean
A10000_03057,54095962000,clean
A10000_03058,37097061406,clean
A10000_03059,01101005402,clean
A10000_03060,31153010107,clean
A10000_03061,37063002021,clean
A10000_03062,39061024322,clean
A10000_03063,04019004037,clean
A10000_03064,06037554001,clean
A10000_03065,06065041403,clean
A10000_03066,06025012400,clean
A10000_03067,21045950100,clean
A10000_03068,15003000110,clean
A10000_03069,18089010203,clean
A10000_03070,41067031703,clean
A10000_03071,04027011501,clean
A10000_03072,55025000201,clean
A10000_03073,30111000901,clean
A10000_03074,21067003908,clean
A10000_03075,56021000501,clean
A10000_03076,37129011500,clean
A10000_03077,29183311733,clean
A10000_03078,06071001308,clean
A10000_03079,12115001202,clean
A10000_03080,55105003300,clean
A10000_03081,29189215700,clean
A10000_03082,19155030200,clean
A10000_03083,25023503101,clean
A10000_03084,17165956000,clean
A10000_03085,49035112604,clean
A10000_03086,25005641300,clean
A10000_03087,17109010700,clean
A10000_03088,39035119202,clean
A10000_03089,05057480500,clean
A10000_03090,55079014900,clean
A10000_03091,06065041803,clean
A10000_03092,21211040501,clean
A10000_03093,45085000300,clean
A10000_03094,06071002705,clean
A10000_03095,34017014800,clean
A10000_03096,36005005002,clean
A10000_03097,39099800600,clean
A10000_03098,22051020101,clean
A10000_03099,42079211701,clean
A10000_03100,36099950500,clean
A10000_03101,42095017604,clean
A10000_03102,39095006500,clean
A10000_03103,39175938000,clean
A10000_03104,39033974900,clean
A10000_03105,06065044517,clean
A10000_03106,28075000600,clean
A10000_03107,29095005601,clean
A10000_03108,48439113407,clean
A10000_03109,06095252316,clean
A10000_03110,37195000400,clean
A10000_03111,23007971100,clean
A10000_03112,39003013400,clean
A10000_03113,06075025300,clean
A10000_03114,42091206704,clean
A10000_03115,02170001001,clean
A10000_03116,26125124000,clean
A10000_03117,21163970401,clean
A10000_03118,42101016200,clean
A10000_03119,06065045303,clean
A10000_03120,49011126204,clean
A10000_03121,25017382100,clean
A10000_03122,48491020324,clean
A10000_03123,36081056600,clean
A10000_03124,16057005500,clean
A10000_03125,17031810702,clean
A10000_03126,04019004412,clean
A10000_03127,01113030700,clean
A10000_03128,42129800600,clean
A10000_03129,19107080400,clean
A10000_03130,17103000200,clean
A10000_03131,17031812900,clean
A10000_03132,36105951500,clean
A10000_03133,06019004406,clean
A10000_03134,45009960100,clean
A10000_03135,18019050804,clean
A10000_03136,16019970503,clean
A10000_03137,53061052115,clean
A10000_03138,17031130100,clean
A10000_03139,41047002102,clean
A10000_03140,12033003607,clean
A10000_03141,26081012703,clean
A10000_03142,31055006603,clean
A10000_03143,06065031703,clean
A10000_03144,37047930500,clean
A10000_03145,27093560200,clean
A10000_03146,30093000700,clean
A10000_03147,06037220100,clean
A10000_03148,36083051800,clean
A10000_03149,29047022000,clean
A10000_03150,29189215142,clean
A10000_03151,06065050400,clean
A10000_03152,22051025002,clean
A10000_03153,37031970901,clean
A10000_03154,17043840303,clean
A10000_03155,51059450200,clean
A10000_03156,42079211304,clean
A10000_03157,36011040800,clean
A10000_03158,06001450400,clean
A10000_03159,41007950300,clean
A10000_03160,53005011401,clean
A10000_03161,24510160700,clean
A10000_03162,15009030706,clean
A10000_03163,42017105811,clean
A10000_03164,48439113634,clean
A10000_03165,49035103900,clean
A10000_03166,06037401500,clean
A10000_03167,53033032307,clean
A10000_03168,25005640700,clean
A10000_03169,53033029406,clean
A10000_03170,37069060502,clean
A10000_03171,48491020411,clean
A10000_03172,32031003000,clean
A10000_03173,12057013414,clean
A10000_03174,06037296600,clean
A10000_03175,36067013500,clean
A10000_03176,33015053000,clean
A10000_03177,28049000302,clean
A10000_03178,06037651102,clean
A10000_03179,13051010603,clean
A10000_03180,36007012101,clean
A10000_03181,39035152502,clean
A10000_03182,48381021000,clean
A10000_03183,08005085700,clean
A10000_03184,48113014116,clean
A10000_03185,37147001600,clean
A10000_03186,04019004029,clean
A10000_03187,25017332200,clean
A10000_03188,18163010100,clean
A10000_03189,36081093402,clean
A10000_03190,27003050230,clean
A10000_03191,40145030505,clean
A10000_03192,39005970500,clean
A10000_03193,09001030400,clean
A10000_03194,20091052803,clean
A10000_03195,48329001500,clean
A10000_03196,12086005600,clean
A10000_03197,35051962200,clean
A10000_03198,06013334004,clean
A10000_03199,41039001903,clean
A10000_03200,18063210606,clean
A10000_03201,09009350300,clean
A10000_03202,47081950400,clean
A10000_03203,12009062104,clean
A10000_03204,48485013501,clean
A10000_03205,06001450603,clean
A10000_03206,21009950700,clean
A10000_03207,17031560700,clean
A10000_03208,01101001200,clean
A10000_03209,27027020400,clean
A10000_03210,37005950200,clean
A10000_03211,26163558500,clean
A10000_03212,19061001101,clean
A10000_03213,51760041400,clean
A10000_03214,47037011001,clean
A10000_03215,06013334200,clean
A10000_03216,21111010104,clean
A10000_03217,37183053722,clean
A10000_03218,20173010801,clean
A10000_03219,36055005800,clean
A10000_03220,32003003252,clean
A10000_03221,51810046217,clean
A10000_03222,40019892700,clean
A10000_03223,36027060400,clean
A10000_03224,18041954000,clean
A10000_03225,26125128800,clean
A10000_03226,48375014700,clean
A10000_03227,25017339802,clean
A10000_03228,18003010307,clean
A10000_03229,54039012800,clean
A10000_03230,39129021700,clean
A10000_03231,02122001000,clean
A10000_03232,06037113233,clean
A10000_03233,06001450601,clean
A10000_03234,01073012200,clean
A10000_03235,26033970700,clean
A10000_03236,39157020300,clean
A10000_03237,13021013504,clean
A10000_03238,08101001100,clean
A10000_03239,36033950600,clean
A10000_03240,06075015900,clean
A10000_03241,12057012207,clean
A10000_03242,24003751700,clean
A10000_03243,39035160601,clean
A10000_03244,48157671900,clean
A10000_03245,47091956200,clean
A10000_03246,12031012704,clean
A10000_03247,42003090100,clean
A10000_03248,26125162300,clean
A10000_03249,41035970500,clean
A10000_03250,22005030402,clean
A10000_03251,18097361600,clean
